ID	text	acronyms	long-forms	acronyms-text	long-forms-text
29	"Man mangler opfattelsen af Balkan som en region, der skal omfatte alle uden nogen form for udelukkelse og hævngerrighed. Endelig er det nødvendigt og nyttigt, hvis EU griber ind for at løse problemet med Den Tidligere Jugoslaviske Republik Makedoniens navn - det er desværre et problem, der trækker ud, og som vil kunne skabe spændinger igen i en spændt situation - og indlede en mere aktiv forhandling, der ligger inden for en bestemt tidshorisont, med myndighederne i Den Tidligere Jugoslaviske Republik Makedonien. 
"	[[164, 166]]	[]	['EU']	[]
30	"Om man fremsender data eller ej er fuldstændig frivilligt, og hvis man ikke fremsender nogle, vil det blot betyde, at man ikke får en vis økonomisk kompensation, som desuden heller ikke er særlig høj. Med den erfaring vi har med indsendelse af data i fiskerisektoren - og jeg henviser til rapporterne om opfyldelsen af FUP - tror jeg, at vi i stedet for at få en komplet oversigt over sektorens situation vil komme til at stå med et forvirret billede, hvor nogle medlemsstater f.eks. vil komme med videnskabelige data, men ikke om beskæftigelsen, mens andre vil indsende data om beskæftigelsen, men ikke om ressourcesituationen, afhængig af om de kan - eller vil - få indsamlet disse data og viderebringe dem. 
"	[[319, 322], [477, 483]]	[]	['FUP', 'f.eks.']	[]
31	Vi må på nuværende tidspunkt have mod til at granske vores egne investeringspolitikker.  Mindst 4,4 mia. EUR er i de seneste måneder blevet bevilget til bilindustrien gennem billige lån fra Den Europæiske Investeringsbank (EIB). 	[[223, 226], [100, 104], [105, 108]]	[[194, 221]]	['EIB', 'mia.', 'EUR']	['Europæiske Investeringsbank']
32	"Det er i EU's interesse at holde alle alternativer åbne så længe som muligt, i alle tilfælde indtil efter mødet den 25. februar 2000 i menneskerettighedsdialogen mellem EU og Kina. I lyset af de ændringer, der har fundet sted i Menneskerettighedskommissionens sammensætning, kan man regne med, at afstemningen om dagsordensforslaget om ikkeindblanding vil blive lukket. 
"	[[9, 11], [169, 171]]	[]	['EU', 'EU']	[]
33	Jeg stemmer for denne beslutning, der sigter mod at ændre Parlamentets og Rådets forordning (EF) nr. 1924/2006 om ernærings- og sundhedsanprisninger af fødevarer, der kun er godkendt af Kommissionen i overensstemmelse med denne forordning.  Jeg stemmer for, da beslutningen vedrører en sundhedsanprisning på listen over tilladte anprisninger vedrørende brug af mælk til spædbørn fra seksmånedersalderen, og da man har registreret, at docosahexaensyre (DHA) er blevet føjet til modermælkserstatninger. 	[[452, 455], [93, 95], [97, 100]]	[[434, 450]]	['DHA', 'EF', 'nr.']	['docosahexaensyre']
34	Den nye realitet vil blive mere rationel, have flere synergieffekter og være mere europæisk.  Idéen bag denne beslutning er, at den fælles sikkerheds- og forsvarspolitik (FSFP) efter Lissabontraktatens ikrafttrædelse er en udmelding om, at EU har til hensigt at agere som en stabilitetsskabende faktor på verdensplan med et klart retsgrundlag for styrkelsen af EU's evne til at forfølge sine mål. 	[[171, 175], [240, 242], [361, 363]]	[[132, 169]]	['FSFP', 'EU', 'EU']	['fælles sikkerheds- og forsvarspolitik']
35	"Det vil sige, at det skal lykkes os at koble de nationaløkonomisk nødvendige konkurrencekriterier sammen med de driftsøkonomiske. Jeg har nogle gange indtryk af, at man i modsætning til det land, jeg kommer fra - fra det tidligere DDR - hvor den nationaløkonomiske konkurrenceevne blev sat over alt andet, og den driftsøkonomiske blevet negligeret, nu meget ofte gør det modsatte: Samfundet tænker næsten kun driftsøkonomisk. 
"	[[231, 234]]	[]	['DDR']	[]
36	Afstemningen finder sted onsdag kl. 12.00.  - Næste punkt på dagsordenen er betænkning (A6-0129/2005) af Bowis for Udvalget om Miljø, Folkesundhed og Fødevaresikkerhed om patienters mobilitet og den fremtidige udvikling inden for sundhedspleje i Den Europæiske Union (2004/2148(INI)). 	[[278, 281], [32, 35]]	[]	['INI', 'kl.']	[]
37	Jeg mener, at denne ansøgning opfylder kravene til fastlæggelse af støttebeløbets størrelse, jf. artikel 10 i forordning (EF) nr. 1927/2006.  Jeg støttede derfor betænkningen og Kommissionens forslag om at yde en støtte på 6 598 735 EUR, da foranstaltninger, der tager sigte på at hjælpe arbejdstagere med at vende tilbage til arbejdsmarkedet, udelukkende finansieres via Den Europæiske Fond for Tilpasning til Globaliseringen (EGF), og da midlerne fra fonden giver de afskedigede arbejdstagere mulighed for at finde et fast eller midlertidigt arbejde, for at deltage i erhvervsuddannelsesprogrammer og erhverve den nødvendige viden til at opfylde arbejdsmarkedets behov og for at få en erhvervslicens eller blive selvstændige. 	[[428, 431], [122, 124], [126, 129], [93, 96], [233, 236]]	[[376, 426]]	['EGF', 'EF', 'nr.', 'jf.', 'EUR']	['Europæiske Fond for Tilpasning til Globaliseringen']
38	"Det er derfor meget vigtigt at forbedre de biologiske forudsigelsers nøjagtighed. I den forbindelse tænker jeg på attestering af udarbejdelsen af anbefalinger. 
"	[]	[]	[]	[]
39	"Af alle disse grunde har jeg med bestemthed stemt for det beslutningsforslag, der er blevet fremlagt for Parlamentet, om dannelsen af regeringen i Østrig. - (FR) Jörg Haiders fremgang og dannelsen af en regering mellem FPÖ og det konservative højre markerer den skrækkelige genopstandelse af et uhyre, som liberalismen har fostret. 
"	[[158, 160], [219, 222]]	[]	['FR', 'FPÖ']	[]
40	Jeg opfordrer Kommissionen til straks at følge op på denne betænkning og opfylde kravene fra Parlamentet, en demokratisk valgt institution, og forelægge egnede foranstaltninger.  Lad os se på den nuværende flerårige finansielle ramme (FFR). 	[[235, 238]]	[[206, 233]]	['FFR']	['flerårige finansielle ramme']
41	I landene i den sydlige del af Middelhavet, nærmere bestemt Murcia-regionen, er man i de sidste år gået fra at forvalte arbejdsløsheden til at forvalte beskæftigelsen.  Fra en usædvanlig og forfærdende arbejdsløshed, som stammede fra de store statsindustrier med en økonomisk model, som ikke kunne opretholdes, er man efter en krise gået over til en situation med vækst for de små og mellemstore virksomheden (SMV) og med økonomiske incitamenter, som har skabt en levende og aktiv model. 	[[410, 413]]	[[377, 408]]	['SMV']	['små og mellemstore virksomheden']
42	Næste punkt på dagsordenen er betænkning af Mary Lou McDonald for Udvalget om Beskæftigelse og Sociale Anliggender om forslag til Rådets beslutning om bemyndigelse af medlemsstaterne til i Det Europæiske Fællesskabs interesse at ratificere Den Internationale Arbejdsorganisations konsoliderede konvention om søfarendes arbejdsstandarder - C6-0241/2006 -.  Hr. formand, mine damer og herrer, Den Internationale Arbejdsorganisation (ILO) har vedtaget den ambitiøse konvention om søfarendes arbejdsstandarder, som fastsætter minimumsstandarder for arbejdsforholdene om bord, dvs. ansættelsesforhold, logi, socialsikring og velfærd og gennemførelsesbestemmelser, ikke at forglemme. 	[[431, 434], [356, 359], [572, 576]]	[[395, 429]]	['ILO', 'Hr.', 'dvs.']	['Internationale Arbejdsorganisation']
43	Da det blev forkastet af flertallet, stemte vi imod det endelige forordningsforslag.  Det har til formål at give Kommissionen magt til at vedtage delegerede retsakter, der kan påvirke et område, som indgår i en del af en medlemsstats eksklusive økonomiske zone (EØZ). 	[[262, 265]]	[[234, 260]]	['EØZ']	['eksklusive økonomiske zone']
44	"Ikke kun om maksimumsbeløbene, som efter min mening bør ligne de amerikanske. Vi fastsatte 180 millioner dollar, i USA taler de om 1 milliard dollar som øverste loft til dækning af skadeserstatninger. 
"	[[115, 118]]	[]	['USA']	[]
45	"Det er en moralsk interesse, en sikkerhedsmæssig interesse, og i sidste instans er det endog i vores økonomis interesse. I hvis interesse er det egentlig, når skattepenge fra de europæiske borgere går til bistand til Namibia til støtte af den økonomiske udvikling, hvis samtidig fattige kvægbønders økonomiske aktiviteter i samme land dramatisk undermineres af meget store eksportsubsidier, der betales af de samme skatteydere? 
"	[]	[]	[]	[]
46	Det er helt på sin plads, at hr. Rehn og hr. Trichet har talt om situationen i dag.  Grækenlands position i euroområdet er meget skrøbelig, og så vidt jeg kan se, ligger svaret hos Den Internationale Monetære Fond (IMF). 	[[215, 218], [29, 32], [41, 44]]	[[185, 213]]	['IMF', 'hr.', 'hr.']	['Internationale Monetære Fond']
47	Jeg nænnede ikke at fortælle dem, at tidevandet ville komme, og i dag havde jeg det på nogenlunde samme måde, da jeg gennemlæste vores afstemningsliste.  Vi har disse epokegørende begivenheder - denne økonomiske krise ved vores grænser, kollapset i vores del af verdens BNP - og her står vi og taler om tidlig læring, om vores forpligtelser over for Den Internationale Arbejdsorganisation (ILO) og om, hvorvidt Sarajevo skal være europæisk kulturby. 	[[390, 393], [270, 273]]	[[354, 388]]	['ILO', 'BNP']	['Internationale Arbejdsorganisation']
48	"Industrien for investeringsfonde har nydt godt af direktivet og af det gode omdømme, investeringsinstitutterne har hos investorerne for at femdoble deres aktiver i EU. Den grænseoverskridende kommercialisering af investeringerne i EU har udviklet sig voldsomt, og direktivet er i sig selv blevet en eksemplarisk lovgivning på globalt plan. 
"	[[164, 166], [231, 233]]	[]	['EU', 'EU']	[]
49	"november 1996, blev udpeget som én af Den Europæiske Unions prioriteter, al den stund det er væsentligt at bevare integriteten i vores landbrug og i hele den samlede struktur på landet (infrastrukturer, offentlige og private serviceydelser ...). I den forbindelse har vi i udvalget beklaget de bevillinger, der blev afsat til udvikling af landdistrikterne, og støttet de ændringsforslag, som forlangte en forøgelse af budgettet til dette fællesskabsinitiativ, så det kunne komme i overensstemmelse med de foregående initiativer Leader I og Leader II. 
"	[]	[]	[]	[]
50	Betænkning uden forhandling (A5-0021/2001) af Dover for Udvalget om Beskæftigelse og Sociale Anliggender om rapport fra Kommissionen om virkningerne af den overgangsperiode, som Det Forenede Kongerige har fået bevilget med hensyn til visse bestemmelser i Rådets direktiv 94/33/EF om beskyttelse af unge på arbejdspladsen (KOM(2000) 457 - C5-0010/2001 - 2001/2002(COS)) (Forslaget til beslutning vedtoges) Betænkning (A5-0038/2001) af Zimeray for Udvalget om Retlige Anliggender og Det Indre Marked om anmodning om ophævelse af José Ribeiro e Castros immunitet (2000/2178 (IMM)) (Forslaget til afgørelse vedtoges)	[[572, 575], [277, 279], [322, 325], [363, 366]]	[]	['IMM', 'EF', 'KOM', 'COS']	[]
51	"""Forbuddet [mod] fødevarer fra klonede dyr og [...] fødevarer fra kloners afkom kan berettiges på grundlag af forbrugerens etiske overvejelser"".  for GUE/NGL-Gruppen.- (NL) Fru formand! Jeg vil gerne have Rådet til at fortælle mig, om alle medlemsstaterne kendte til dette dokument."	[[169, 171], [150, 153], [154, 157]]	[]	['NL', 'GUE', 'NGL']	[]
52	"Der er således stor risiko for, at vi vil opleve en tvedeling af planeten: på den ene side de fattige lande, der leverer arbejdskraften, og på den anden side de rige lande, der sørger for kapitalen. Bør EU ikke i den forbindelse være bolværket, der bevarer en vis ligevægt mellem opskruet rentabilitet og socialt velfærd? 
"	[[203, 205]]	[]	['EU']	[]
53	 (DE) Hr. formand! De tidligere talere har med rette fremhævet Den Europæiske Investeringsbanks (EIB) betydning. 	[[97, 100], [2, 4], [6, 9]]	[[67, 94]]	['EIB', 'DE', 'Hr.']	['Europæiske Investeringsbank']
54	"Og så længe folk ikke har juridisk ligestilling, vil denne ulighed føre til diskrimination, og menneskerettighederne vil blive undermineret. I forbindelse med EU's udvidelsesproces har vi med rette lagt vægt på menneskerettigheder og beskyttelse af minoriteter. 
"	[[159, 161]]	[]	['EU']	[]
55	"Der kan fremsættes et forslag, der bør fremsættes et forslag, på baggrund af EF-traktatens artikel 280 senest midt på året. For det tredje skal de etiske regler overholdes i det offentlige liv i EU. 
"	[[77, 79], [195, 197]]	[]	['EF', 'EU']	[]
56	indstilling ved andenbehandling fra Udvalget om det Indre Marked og Forbrugerbeskyttelse om Rådets fælles holdning med henblik på vedtagelse af Europa-Parlamentets og Rådets direktiv om ændring af direktiv 2002/22/EF om forsyningspligt og brugerrettigheder i forbindelse med elektroniske kommunikationsnet og -tjenester, direktiv 2002/58/EF om behandling af personoplysninger og beskyttelse af privatlivets fred i den elektroniske kommunikationssektor og forordning (EF) nr. 006/2004 om samarbejde mellem nationale myndigheder med ansvar for håndhævelse af lovgivning om forbrugerbeskyttelse (16497/1/2008 - C6-0068/2009 - (Ordfører: Malcolm Harbour), indstilling ved andenbehandling fra Udvalget om Industri, Forskning og Energi om Rådets fælles holdning med henblik på vedtagelse af Europa-Parlamentets og Rådets direktiv om ændring af direktiv 2002/21/EF om fælles rammebestemmelser for elektroniske kommunikationsnet og -tjenester, direktiv 2002/19/EF om adgang til og samtrafik mellem elektroniske kommunikationsnet og tilhørende faciliteter og direktiv 2002/20/EF om tilladelser til elektroniske kommunikationsnet og -tjenester (16496/1/2008 - C6-0066/2009 - (Ordfører: Catherine Trautmann), indstilling ved andenbehandling fra Udvalget om Industri, Forskning og Energi om Rådets fælles holdning med henblik på vedtagelse af Europa-Parlamentets og Rådets forordning om nedsættelse af Gruppen af Europæiske Tilsynsmyndigheder inden for Telekommunikation (GERT) (16498/1/2008 - C6-0067/2009 - (Ordfører: Pilar del Castillo Vera), og betænkning af Pleguezuelos Aguilar for Udvalget om Industri, Forskning og Energi om forslag til Europa-Parlamentets og Rådets direktiv om ændring af Rådets direktiv 87/372/EØF om de frekvenser, der skal stilles til rådighed for samordnet indførelse af offentlig fælleseuropæisk digital celleopbygget landmobilradiokommunikation i Fællesskabet - C6-0452/2008 -.	[[1460, 1464], [214, 216], [338, 340], [467, 469], [471, 474], [855, 857], [953, 955], [1067, 1069], [1709, 1712]]	[[1390, 1458]]	['GERT', 'EF', 'EF', 'EF', 'nr.', 'EF', 'EF', 'EF', 'EØF']	['Gruppen af Europæiske Tilsynsmyndigheder inden for Telekommunikation']
57	Dette vil betyde, at patienterne modtager klar og præcis information.  Spørgsmålet om godtgørelse, der rent faktisk er en grundlæggende hindring, er blevet forbedret betydeligt, og enten kan der anvendes en godtgørelsesmekanisme som det i øjeblikket er tilfældet med forordning (EF) nr. 883/2004 om social sikring, eller patienten skal betale først og godtgøres dernæst hurtigst muligt. 	[[279, 281], [283, 286]]	[]	['EF', 'nr.']	[]
