ID	text	acronyms	long-forms	acronyms-text	long-forms-text
13	The availability of large scale data sets of manually annotated predicate?argument structures has recently favored the use of machine learning approaches to the design of automated semantic role labeling (SRL) systems. The main research in this area relates to the design choices	[[205, 208]]	[[181, 203]]	['SRL']	['semantic role labeling']
14	Table 1 FactBank annotation scheme. CT = certain; PR = probable; PS = possible; U = underspecified; + = positive; ?	[[36, 38], [50, 52], [65, 67]]	[[41, 48], [55, 63], [70, 78], [84, 98], [104, 112]]	['CT', 'PR', 'PS']	['certain', 'probable', 'possible', 'underspecified', 'positive']
15	served as the founding Editor-in-Chief of ACM  Transactions on Knowledge Discovery from Data (TKDD). He has received ACM SIGKDD In-	[[94, 98], [42, 45], [117, 120], [121, 127]]	[[47, 92]]	['TKDD', 'ACM', 'ACM', 'SIGKDD']	['Transactions on Knowledge Discovery from Data']
16	list of Frames alphabetically surrounding Compliance runs as follows: Compatibility, Competition, Complaining, Completeness, Compliance, Concessive.... Next, we attempt to catalogue the Lexical Units (LUs) associated with the frame. 	[[201, 204]]	[[186, 199]]	['LUs']	['Lexical Units']
17	{kmpark, rim}@nlp.korea.ac.kr 1 Introduction The semantic role labeling (SRL) refers to finding the semantic relation (e.g. Agent, Patient, etc.)	[[73, 76]]	[[49, 71]]	['SRL']	['semantic role labeling']
18	the current work, we used a subset of that corpus consisting of examples whose question types were PRC (procedure), RSN (reason) or ATR (atrans). 	[[99, 102], [116, 119], [132, 135]]	[[104, 113], [121, 127], [137, 143]]	['PRC', 'RSN', 'ATR']	['procedure', 'reason', 'atrans']
19	 Its data-driven approach learns a sub-word lexicon from a training corpus of words by using a Minimum Description Length (MDL) algorithm (Creutz et Lagus, 2005). It has been used with	[[123, 126]]	[[95, 121]]	['MDL']	['Minimum Description Length']
20	4 = 1, 440 items) (ADD=additive, MUL=multiplicative, PLSR=Partial Least Squares Regression, OBS=observed vectors) . 	[[92, 95], [19, 22], [33, 36], [53, 57]]	[[96, 104], [23, 31], [37, 51], [58, 90]]	['OBS', 'ADD', 'MUL', 'PLSR']	['observed', 'additive', 'multiplicative', 'Partial Least Squares Regression']
21	 The sentence-level extraction is done with the subsequence kernel (SSK) approach from (Bunescu and Mooney, 2005), which was shown to give good re-	[[68, 71]]	[[51, 66]]	['SSK']	['sequence kernel']
22	 1 Introduction Natural Language Processing (NLP) and Machine Learning (ML) are making a significant impact in	[[45, 48], [72, 74]]	[[16, 43], [54, 70]]	['NLP', 'ML']	['Natural Language Processing', 'Machine Learning']
23	 Proceedings of the lOth International Conference on  Computational Linguistics (COLING-84). Stanford 	[[81, 90]]	[[54, 79]]	['COLING-84']	['Computational Linguistics']
24	for the three sponsoring agencies. The TIPSTER  Research and Evaluation Committee (REC) was  charged with oversight responsibility of the 15 	[[83, 86]]	[[48, 81]]	['REC']	['Research and Evaluation Committee']
25	above.  Iconic Inflectional Classes (IICs) are ICs that are manually fully annotated, i.e., they have all the tem-	[[37, 41]]	[[8, 35]]	['IICs']	['Iconic Inflectional Classes']
26	probabilities. Analysis showed that the correct tag most fre-  quently missing from the lattice was the DT (determiner)  tag.	[[104, 106]]	[[108, 118]]	['DT']	['determiner']
27	ing. In Proceedings of the A CL Fifth Conference  on Applied Natural Language Processing (ANLP),  pages 139-146, Washington, DC.	[[90, 94], [29, 31], [125, 127]]	[[53, 88]]	['ANLP', 'CL', 'DC']	['Applied Natural Language Processing']
28	tion of the reference xamples takes place.  Translation Memories (TMs) are such purely  memory based MT-systems.	[[66, 69], [101, 103]]	[[44, 64]]	['TMs', 'MT']	['Translation Memories']
29	discourses presented to the human subjects.  6.1 Semantically Slanted Discourse (SSD) Methodology: The Motivation for the  First Part 	[[81, 84]]	[[49, 79]]	['SSD']	['Semantically Slanted Discourse']
30	 We integrate two sets of linguistic features into a maximum entropy (MaxEnt) model and develop aMaxEnt-based binary classifier to predict the cat-	[[70, 76], [97, 103]]	[[53, 68]]	['MaxEnt', 'MaxEnt']	['maximum entropy']
31	quences here).  1PARTMOD=participial modifier, PREP=prepositional modifier, POBJ=object of preposition.	[[47, 51], [16, 24], [76, 80]]	[[52, 65], [25, 45], [81, 102]]	['PREP', '1PARTMOD', 'POBJ']	['prepositional', 'participial modifier', 'object of preposition']
32	middle value of 6.5, was tested.  The Lexile-like measure (LX) used the same two features as the Lexile measure: mean log frequency	[[59, 61]]	[[38, 44]]	['LX']	['Lexile']
33	With respect to the EUROTRA MT system this has  important implications for the translation between the syntactic  dependency level - the EUROTRA Relational Structure (ERS)  and the semant ic  level  - the in ter face  St ructure  (IS).	[[167, 170], [20, 27], [28, 30], [231, 233]]	[[137, 165], [205, 228]]	['ERS', 'EUROTRA', 'MT', 'IS']	['EUROTRA Relational Structure', 'in ter face  St ructure']
34	  Proceedings of the Thirteenth Conference on Computational Natural Language Learning (CoNLL): Shared Task, pages 49?54, Boulder, Colorado, June 2009.	[[87, 92]]	[[46, 85]]	['CoNLL']	['Computational Natural Language Learning']
35	       Figure 3: Scored dependency forest 2.5 Semantic Dependency Graph (SDG) The SDG is a semantic-label word DG designed	[[81, 84], [90, 93], [119, 121]]	[[54, 79]]	['SDG', 'SDG', 'DG']	['Semantic Dependency Graph']
36	 2.4 Stanford Parser The Stanford Parser (SP) is an unlexicalized parser that rivals state-of-the-art lexical-	[[42, 44]]	[[25, 40]]	['SP']	['Stanford Parser']
37	attributes of the observation vectors and a  specific label).we can represent the input-output  pairs via joint feature map (JFM)  1	[[125, 128]]	[[106, 123]]	['JFM']	['joint feature map']
38	tence in Japanese; N = noun, TOP = topic marker, ADV = adverbial particle, ADJ = adjective, COP = copula, EXCL = exclamation mark. 	[[106, 110], [29, 32], [49, 52], [75, 78], [92, 95]]	[[113, 124], [23, 27], [35, 40], [55, 64], [81, 90], [98, 104]]	['EXCL', 'TOP', 'ADV', 'ADJ', 'COP']	['exclamation', 'noun', 'topic', 'adverbial', 'adjective', 'copula']
39	a question written in natural language is called ? Question Answering?(QA), and has gotten a lot of attention recently.	[[71, 73]]	[[51, 69]]	['QA']	['Question Answering']
40	 In Proceedings of the 3rd International Conference on Language Resources and Evaluation (LREC), pages 1698?1703.	[[90, 94]]	[[55, 73]]	['LREC']	['Language Resources']
41	protein interaction as an example. In Proceedings  of the Pacific Symposium on Biocomputing (PSB),  Hawaii, USA.	[[93, 96], [108, 111]]	[[58, 91]]	['PSB', 'USA']	['Pacific Symposium on Biocomputing']
42	 3 Objective SDS (Spoken dialogue system) researchers have addressed several practical challenges of apply-	[[13, 16]]	[[18, 40]]	['SDS']	['Spoken dialogue system']
43	 tage of the OpenCCG realizer?s ability to generate from disjunctive logical forms (DLFs), i.e. packed semantic dependency graphs (White, 2004; White,	[[84, 88], [13, 20]]	[[57, 82]]	['DLFs', 'OpenCCG']	['disjunctive logical forms']
44	2http://www.statmt.org/wmt12/ by filling in lexical gaps in resource-poor languages with the aid of Machine Translation (MT). 	[[121, 123]]	[[100, 119]]	['MT']	['Machine Translation']
45	2010). Alternatively, iteratively optimized embeddings such as Skip Gram (SG) model (Mikolov et al.,	[[74, 76]]	[[63, 72]]	['SG']	['Skip Gram']
46	and EN-DE) with token frequency, sense distribution and most frequent translations ordered by the corresponding senses (T = temporal, CO = concession, CT = contrast). 	[[134, 136], [151, 153], [4, 9]]	[[139, 149], [156, 164], [124, 132]]	['CO', 'CT', 'EN-DE']	['concession', 'contrast', 'temporal']
47	nications Advancement Foundation, Japan, in part by the Center for Intelligent Information Retrieval, and in part by the Defense Advanced Research Projects Agency (DARPA), USA under contract number HR0011-06-C-0023.	[[164, 169], [172, 175]]	[[121, 162]]	['DARPA', 'USA']	['Defense Advanced Research Projects Agency']
48	Rule-Based Machine Translation(MT)(Hutchins and Somers, 1992) requires large-scale knowledge to analyze both source language(SL) sentences and target language(TL) sentences.	[[125, 127], [31, 33], [159, 161]]	[[109, 123], [11, 30], [143, 158]]	['SL', 'MT', 'TL']	['source languag', 'Machine Translation', 'target language']
49	3 CLaC Methodology Preprocessing consists of tokenizing, lemmatizing, sentence splitting, and part of speech (POS) tagging. 	[[110, 113], [2, 6]]	[[94, 108]]	['POS', 'CLaC']	['part of speech']
50	performs two vital functions in the case of our Japanese  processing:  1 CN = common noun; SN = sa-inflection noun (  nominalized .verb); VB = verb; VSUF = verb suffix; CM = 	[[73, 75], [138, 140], [149, 153], [169, 171]]	[[78, 89], [143, 147], [156, 167]]	['CN', 'VB', 'VSUF', 'CM']	['common noun', 'verb', 'verb suffix']
51	 Before we discuss the significant sentence in answer mails, we classified answer mails into three types: (1) direct answer (DA) mail, (2) questioner?s reply (QR) mail, and (3) the others.	[[125, 127], [159, 161]]	[[110, 123], [139, 157]]	['DA', 'QR']	['direct answer', 'questioner?s reply']
52	This paper examines the processing predictions of the ERH on a systematic class of relative clause types, the Accessibility Hierarchy (AH) shown in figure 1.	[[135, 137], [54, 57]]	[[110, 133]]	['AH', 'ERH']	['Accessibility Hierarchy']
53	person names, organization names, location names, etc. The template element (TE) task extracts information centered around an entity, like the acronym,	[[77, 79]]	[[59, 75]]	['TE']	['template element']
54	We use multiple epochs of minibatch stochastic gradient descent and update all parameters to minimize the negative log likelihood (NLL) of our training set.	[[131, 134]]	[[106, 129]]	['NLL']	['negative log likelihood']
55	the MDL methods.  ConVote (CONVOTE) Our second dataset is taken from segments of speech from United States	[[27, 34], [4, 7]]	[[18, 25]]	['CONVOTE', 'MDL']	['ConVote']
56	We however noticed the relative degradation of quality in coordinating conjunctions (CC), determiners (DT) and personal pronouns (PRP). 	[[130, 133], [85, 87], [103, 105]]	[[111, 128], [58, 83], [90, 101]]	['PRP', 'CC', 'DT']	['personal pronouns', 'coordinating conjunctions', 'determiners']
57	 ? Unlabeled Elementary Dependencies (UED) identical to LED, except ignoring all labeling	[[38, 41], [56, 59]]	[[3, 36]]	['UED', 'LED']	['Unlabeled Elementary Dependencies']
58	Various traditional  information retrieval(IR) techniques combined  with natural language processing(NLP) tech-  niques have been re-targeted to enable efficient 	[[101, 104], [43, 45]]	[[73, 99], [21, 42]]	['NLP', 'IR']	['natural language processin', 'information retrieval']
59	 3.1 Ske le ta l  Phrase  S t ructure  Component   The role of phrase structure (PS) rules in our parser is similar to  their role in Lexical Functional Grammar \[Kaplan 83\], however they 	[[81, 83]]	[[63, 79]]	['PS']	['phrase structure']
60	 This paper proposes an approach for implicit feature detection based on SVM and Topic Model(TM). 	[[93, 95], [73, 76]]	[[81, 91]]	['TM', 'SVM']	['Topic Mode']
61	 On the other hand, the decline in performance for the composite feature vector baseline (CFV) may be attributed to the data sparseness phenomenon	[[90, 93]]	[[55, 79]]	['CFV']	['composite feature vector']
62	vised taggers. One commonly-used unsupervised tagger is the Hidden Markov model (HMM), which models the joint distribution of a word se-	[[81, 84]]	[[60, 79]]	['HMM']	['Hidden Markov model']
63	 2. Tezt routing, tezt fdter/n9, and SDI (selective dissemination of information): These terms  refer to a loose collection of text classification tasks such as managing personal electronic mail, 	[[37, 40]]	[[42, 65]]	['SDI']	['selective dissemination']
64	Estimating Proficiency  Item Response Theory (IRT)  Item Response Theory (IRT) is the basis of modern  language tests such as TOEIC, and enables Com-	[[74, 77], [46, 49], [126, 131]]	[[52, 72], [24, 44]]	['IRT', 'IRT', 'TOEIC']	['Item Response Theory', 'Item Response Theory']
65	( NN?? ) speech 1:1 ( NP ( NR ) ( NN ) ) X1 | X2 1:2 2:1 ( NP ( NR?? ) (	[[34, 36], [2, 6], [59, 61], [64, 68]]	[[22, 29]]	['NN', 'NN??', 'NP', 'NR??']	['NP ( NR']
66	Table 3 presents the total number of training examples extracted from SemCor (SC) and from the background documents (BG). As expected, by	[[117, 119], [78, 80]]	[[95, 105], [70, 76]]	['BG', 'SC']	['background', 'SemCor']
67	alignment G (both A and G can be split into two subsets AS ,AP and GS , GP , respectively representing Sure and Probable alignments) Precision (PT ), Recall (RT ), F-measure (FT ) and Alignment Error	[[144, 146], [56, 58], [60, 62], [67, 69], [72, 74], [158, 160], [175, 177]]	[[112, 131], [150, 156], [164, 173]]	['PT', 'AS', 'AP', 'GS', 'GP', 'RT', 'FT']	['Probable alignments', 'Recall', 'F-measure']
68	 4 Active Learning Active Learning (AL) is a machine learning paradigm that let the learner decide which data it	[[36, 38]]	[[19, 34]]	['AL']	['Active Learning']
69	below.  4.3.1 English Noun Compounds (ENC) Our first dataset is made up of 90 binary English	[[38, 41]]	[[14, 36]]	['ENC']	['English Noun Compounds']
70	account for these generalizations by decom-  posing the grammar rules to Immediate Dom-  inance(ID) rules and Linear Preeedence(LP)  rules.	[[128, 130], [96, 98]]	[[110, 126], [73, 95]]	['LP', 'ID']	['Linear Preeedenc', 'Immediate Dom-  inance']
71	  Abstract  Our previous work focuses on combining translation memory (TM) and statistical machine translation  (SMT) when the TM database and the SMT training set are the same.	[[71, 73], [113, 116], [127, 129], [147, 150]]	[[51, 69], [79, 110]]	['TM', 'SMT', 'TM', 'SMT']	['translation memory', 'statistical machine translation']
72	Hodellng Temporal Knowledge  Hodellng time, dasoite its olovlous importance, has  proved an elusive goal for artificial Intelligence (AI). 	[[134, 136]]	[[109, 132]]	['AI']	['artificial Intelligence']
73	? P5E3N3S3, F W A Computer Processable English (CPE) (Pulman 1996; Sukkarieh and Pulman 1999) is a controlled language that can be ?	[[48, 51], [2, 10]]	[[18, 46]]	['CPE', 'P5E3N3S3']	['Computer Processable English']
74	We also have investigated our two-step solution on two existing treebanks, the Penn Chinese Treebank (CTB) (Xue et al.,	[[102, 105]]	[[84, 100]]	['CTB']	['Chinese Treebank']
75	ual resources on pairwise comparison task (Diff. = Difficulty lexicon, CF = Crowdflower) Features	[[71, 73]]	[[76, 87]]	['CF']	['Crowdflower']
76	distribution which underlies natural language text   -- which is if not a pure Zipfian distribution at least  an LNRE (large number of rare events, cf. Baayen 	[[113, 117]]	[[119, 146]]	['LNRE']	['large number of rare events']
77	 4 Algorithms 4.1 Topic?sentence graph matching (GM) We treat a sentence and a topic as graphs.	[[49, 51]]	[[33, 47]]	['GM']	['graph matching']
78	Table 1: Number of routes, directions, and tokens for the different settings. GM = Google Maps, CI = Campus Indoor, CO = Campus Outdoor.	[[78, 80], [96, 98], [116, 118]]	[[83, 94], [101, 114], [121, 135]]	['GM', 'CI', 'CO']	['Google Maps', 'Campus Indoor', 'Campus Outdoor']
79	For each text pair on four cross levels, i.e., Paragraph to Sentence (P-S), Sentence to Phrase (S-Ph), Phrase to Word (Ph-W) and Word to Sense (W-Se), participants are required to re-	[[119, 123]]	[[103, 117]]	['Ph-W']	['Phrase to Word']
80	mantic content Ks, sends a message m to R and R  interprets m as meaning CR. CS = cn is a neces-  sary condition for this turn of communication to 	[[77, 79], [15, 17], [73, 75]]	[[82, 87]]	['CS', 'Ks', 'CR']	['cn is']
81	istic conversational systems. In Proceedings of Intelligent User Interfaces 2001 (IUI-01), pages 1?8, Santa Fe, NM, January.	[[82, 88], [112, 114], [108, 110]]	[[48, 80]]	['IUI-01', 'NM', 'Fe']	['Intelligent User Interfaces 2001']
82	  Proceedings of the of the EACL 2014 Workshop on Dialogue in Motion (DM), pages 53?57, Gothenburg, Sweden, April 26-30 2014.	[[70, 72], [28, 32]]	[[50, 68]]	['DM', 'EACL']	['Dialogue in Motion']
83	study on NER is mainly focused either on the proper name identification of person(PER), location(LOC), organization(ORG), time(TIM) and numeral(NUM) expressions almost in news do-	[[116, 119], [9, 12], [82, 85], [97, 100], [127, 130], [144, 147]]	[[103, 114], [75, 81], [88, 96], [122, 126], [136, 143]]	['ORG', 'NER', 'PER', 'LOC', 'TIM', 'NUM']	['organizatio', 'person', 'location', 'time', 'numeral']
84	utterance. The interface default allowing this is called Noun meaning extended (NMExt)13 NMExt: Noun(u), sem(u) is ?	[[80, 85], [89, 94]]	[[57, 78]]	['NMExt', 'NMExt']	['Noun meaning extended']
85	Table 1). Firstly, each term candidate is mapped to  a specific canonical representative (CR) by  semantically isomorphic transformations.	[[90, 92]]	[[64, 88]]	['CR']	['canonical representative']
86	tags and word.  Rich Morphological Features (Rich-MF): In addition to the elementary features we use the am-	[[45, 52]]	[[16, 43]]	['Rich-MF']	['Rich Morphological Features']
87	Figure 4: Canonical example pub from Saltzman and Munhall (1989) representing overlapping goals for tongue blade constriction degree (TBCD), lip aperture (LA), and glottis (GLO).	[[134, 138], [155, 157], [173, 176]]	[[100, 132], [141, 153], [164, 171]]	['TBCD', 'LA', 'GLO']	['tongue blade constriction degree', 'lip aperture', 'glottis']
88	Han, C-H., Han, N-R., Ko, E-S.and Palmer, M.: Development and Evaluation of a Korean  Treebank and Its Application to NLP.in Proceedings of the 3rd International Conference on  Language Resources and Evaluation (LREC).(2002)  5.	[[212, 216]]	[[177, 195]]	['LREC']	['Language Resources']
89	perceptual space between each pair. We can do this with a multidimensional scaling (MDS) algorithm. Let us call	[[84, 87]]	[[58, 82]]	['MDS']	['multidimensional scaling']
90	corresponding to the point P.  Once a n  object has been added to the geometric model by specifying values  for its GSTART, GSIZE, and ROTN (rotation), the geometric coordinates for any  location on the object may be obtained by calling the funtion EXECLOCA with the 	[[135, 139], [249, 257], [116, 122], [124, 129]]	[[141, 149]]	['ROTN', 'EXECLOCA', 'GSTART', 'GSIZE']	['rotation']
91	known as conditional random fields (CRFs) (Lafferty et al, 2001), when all variables are observed, and as hidden conditional random fields (HCRFs) (Quattoni et al, 2007), when only a subset of the variables are	[[140, 145], [36, 40]]	[[106, 138], [9, 34]]	['HCRFs', 'CRFs']	['hidden conditional random fields', 'conditional random fields']
92	Linggle: a Web-scale Linguistic Search Engine for Words in Context    Joanne Boisson+, Ting-Hui Kao*, Jian-Cheng Wu*, Tzu-His Yen*, Jason S. Chang* +Institute of Information Systems and Applications *Department of Computer Science National Tsing Hua University HsinChu, Taiwan, R.O.C. 30013 {joanne.boisson, maxis1718, wujc86, joseph.yen, jason.jschang} @gmail.com     Abstract  In this paper, we introduce a Web-scale lin-guistics search engine, Linggle, that retrieves lexical bundles in response to a given query. The query might contain keywords, wildcards, wild parts of speech (PoS), synonyms, and ad-ditional regular expression (RE) operators. In our approach, we incorporate inverted file in-dexing, PoS information from BNC, and se-mantic indexing based on Latent Dirichlet Al-location with Google Web 1T. The method in-volves parsing the query to transforming it in-to several keyword retrieval commands.	[[584, 587], [636, 638], [278, 283], [708, 711], [729, 732]]	[[567, 582], [616, 634]]	['PoS', 'RE', 'R.O.C', 'PoS', 'BNC']	['parts of speech', 'regular expression']
93	3.2 Graph-based Label Propagation Graph-based label propagation, a critical subclass of semi-supervised learning (SSL), has been widely used and shown to outperform other SSL meth-	[[114, 117], [171, 174]]	[[88, 112]]	['SSL', 'SSL']	['semi-supervised learning']
94	overlapping relations. In Annual Meeting of the Association for Computational Linguistics (ACL). 	[[91, 94]]	[[48, 88]]	['ACL']	['Association for Computational Linguistic']
95	guages: British sign language (BSL), Danish (DSL), French Belgian (FBSL), Flemish (FSL), Greek (GSL), and Dutch (NGT). The data for the	[[96, 99], [31, 34], [45, 48], [67, 71], [83, 86], [113, 116]]	[[89, 94], [8, 29], [37, 43], [51, 65], [74, 81], [106, 111]]	['GSL', 'BSL', 'DSL', 'FBSL', 'FSL', 'NGT']	['Greek', 'British sign language', 'Danish', 'French Belgian', 'Flemish', 'Dutch']
96	 04 (a) Same Topic (ST) 0.00 0.01 0.02 0.03 0.04 0.05 0.06	[[20, 22]]	[[8, 18]]	['ST']	['Same Topic']
97	Examples of failure of analysis  (i) JISSAI (in fact), CHOSHA-TACHI-WA (authors) {\[KORE-WO (it) TSUKATTE  (using), JUURYOKU-SOUGO-SAYOU-GA (gravitationally interacting) SHIHAI-SURU (govern-  ing)\] TENTAI-NO (astronomical) UNDOU-NI-TSUITE (about the motion), KOUSEIDO-DE (high- 	[[137, 139], [37, 43], [55, 70], [170, 181], [199, 208], [224, 239]]	[[141, 156], [183, 195], [210, 222], [241, 257]]	['GA', 'JISSAI', 'CHOSHA-TACHI-WA', 'SHIHAI-SURU', 'TENTAI-NO', 'UNDOU-NI-TSUITE']	['gravitationally', 'govern-  ing', 'astronomical', 'about the motion']
98	In Proceedings of the 19th International Conference on Computational Linguistics (COLING?02), pages 218? 	[[82, 91]]	[[55, 80]]	['COLING?02']	['Computational Linguistics']
99	"uses the mapping of concept dog to the class of alternative  expressions for named individual (such as using the name,  2 VSFL (""Very Simple Frame Language"") and SCORE CSproket  Core"") were developed at BBN Systems and Technologies by "	[[122, 126], [162, 167], [168, 176], [203, 206]]	[[129, 155]]	['VSFL', 'SCORE', 'CSproket', 'BBN']	['Very Simple Frame Language']
100	2 Complexity of GPSG Components  A generalized phrase structure grammar contains five language-  particular components - -  immediate dominance (ID) rules, meta-  rules, linear precedence (LP) statements, feature co-occurrence 	[[145, 147], [16, 20], [189, 191]]	[[124, 143], [170, 187]]	['ID', 'GPSG', 'LP']	['immediate dominance', 'linear precedence']
101	den Markov Models (HMMs), Conditional Random Fields (CRFs), Maximum Entropy Markov  Models (MEMMs), etc. 	[[92, 97], [19, 23], [53, 57]]	[[60, 90], [4, 17], [26, 51]]	['MEMMs', 'HMMs', 'CRFs']	['Maximum Entropy Markov  Models', 'Markov Models', 'Conditional Random Fields']
102	a topic model are compared. Latent Dirichlet Allocation (LDA) (Blei et al 2003) is a widely used type of topic model in which documents can be	[[57, 60]]	[[28, 55]]	['LDA']	['Latent Dirichlet Allocation']
103	are either too wordy or too ungrammatical. Table 1 shows the compression rates (CompR) for the two 8	[[80, 85]]	[[61, 78]]	['CompR']	['compression rates']
104	This paper proposes a contextdependent phrase reordering approach that uses the maximum entropy (MaxEnt) model to help the HPB decoder select appropriate re-	[[97, 103], [123, 126]]	[[80, 95]]	['MaxEnt', 'HPB']	['maximum entropy']
105	 3.2 ,6  Addi t ion  of T rans la t ion  Rules  FinMly, translation rules (TRis) are added to the set  of GLTPC, s. TRis are descriptions in which concepts 	[[75, 79], [106, 111], [116, 120]]	[[56, 73]]	['TRis', 'GLTPC', 'TRis']	['translation rules']
106	lation of term-lists, related studies are found in the  area of target word selection (for content words) in  conventional full-text machine translation (MT). 	[[154, 156]]	[[133, 152]]	['MT']	['machine translation']
107	BG 80,757 1.34 EN 94,725 2.58 Table 2: Corpus statistics: SR=Serbian, SL=Slovene, EN=English, BG=Bulgarian	[[58, 60], [70, 72], [15, 17], [0, 2], [82, 84], [94, 96]]	[[61, 68], [73, 80], [85, 92], [97, 106]]	['SR', 'SL', 'EN', 'BG', 'EN', 'BG']	['Serbian', 'Slovene', 'English', 'Bulgarian']
108	al., 2005; Vapnik, 1998) based on the Gaussian  Radial Basis kernel function (RBF). We tuned 	[[78, 81]]	[[48, 76]]	['RBF']	['Radial Basis kernel function']
109	Swedish 83.01 (82.44) 88.53 (87.36) 81.20 (81.10) 86.50 (85.86) 82.95 (82.66*) 88.29 (87.45*) 82.89 (82.44) 88.61 (87.55) Turkish 62.70 (71.27) 73.67 (78.57) 59.83 (68.31) 70.15 (75.17) 63.27* (71.63*) 73.93* (78.72*) 62.58 (70.96) 73.09 (77.95) Table 1: Parsing accuracy of the undirected planar parser with naive (UPlanarN) and label-based (UPlanarL) postprocessing in comparison to the directed planar (Planar) and the MaltParser arc-eager projective (MaltP)	[[316, 324], [343, 351], [406, 412], [455, 460]]	[[279, 314], [398, 404], [422, 432]]	['UPlanarN', 'UPlanarL', 'Planar', 'MaltP']	['undirected planar parser with naive', 'planar', 'MaltParser']
110	  Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing (EMNLP), pages 1181?1191, October 25-29, 2014, Doha, Qatar.	[[90, 95]]	[[40, 88]]	['EMNLP']	['Empirical Methods in Natural Language Processing']
111	fidence information about each system?s hypothesis. This feature class includes the confusion network (CN) word confidence, CN slot entropy, and the number of alter-	[[103, 105], [124, 126]]	[[84, 101]]	['CN', 'CN']	['confusion network']
112	 1 Introduction Question answering (QA) from a knowledge base (KB) has a long history within natural language	[[36, 38], [63, 65]]	[[16, 34], [47, 61]]	['QA', 'KB']	['Question answering', 'knowledge base']
113	level for natural  language unders tand ing  system. In case of a  Module  Package Layer( MPL ), there are two kinds of program  packages.	[[90, 93]]	[[67, 88]]	['MPL']	['Module  Package Layer']
114	pus Linguistics 2001 Conference, pages 274?280. Lancaster University (UK). 	[[70, 72]]	[[58, 68]]	['UK']	['University']
115	859  Proceedings of the 13th Annual Meeting of the Special Interest Group on Discourse and Dialogue (SIGDIAL), pages 217?226, Seoul, South Korea, 5-6 July 2012.	[[101, 108]]	[[51, 99]]	['SIGDIAL']	['Special Interest Group on Discourse and Dialogue']
116	tion device, a Nippon Electric Corporation DP-200, was  added to an existing natural anguage processing system,  the Natural Language Computer (NLC) (Ballard 1979,  Biermann and Ballard 1980).	[[144, 147], [43, 45]]	[[117, 142]]	['NLC', 'DP']	['Natural Language Computer']
