ID	text	acronyms	long-forms	acronyms-text	long-forms-text
11	ملاحضه می کنیم که وقتی انبار مرکزی متداول در همه کاربردها وجود داشته باشد مزیت زیادی دارد . حافظه کافی ، بهبود ظرفیت گردآوری و قابلیت استفاده بین ابزارها هر یک می توانند مزیت باشند . پردازش اطلاعات : وقتی اطلاعات وضعیت ( ایمنی ) دریافت می شود ، بیشتر حسگرهای محلی یا به طور کلی دامنه ارتباطی پردازش اطلاعات و به روز رسانی وضعیت ایمنی IR را انجام می دهند .	[[334, 336]]	[[205, 218]]	['IR']	['اطلاعات وضعیت']
12	شناسه فروشنده Vendor ID Text	[[21, 23]]	[[0, 5]]	['ID']	['شناسه']
13	Duty Cycle L - 4 771 X	[]	[]	[]	[]
14	مهم‌ترين نوع مدولاسيون غيرخطي ، در مخابرات ديجيتال مدولاسيون FSK يا « كليدزني فركانس » است . در اين نوع مدولاسيون به واسطه‌ي وجود دو حالت 0 و 1 سيگنال انتقالي نيز داراي تغييرات فركانس در دو سطح متفاوت است ، كه فركانس در هر بازه‌ي زماني مشخص بيان‌كننده ماهيت سيگنال پيام است . چون سينگنال حامل به صورت مقابل تعريف مي‌شود :	[[61, 64]]	[[70, 84]]	['FSK']	['كليدزني فركانس']
15	R4 ‫ پیکره بندی اولیه ‬ 1 - 19 ‫ مثال‬ R4 # show run brief	[]	[]	[]	[]
16	image _ type _ to _ mime _ type ( IMAGETYPE _ PNG ) ) ; ? > اين تابع ميتواند حاوي يکي از خروجي هاي زير باشد :	[[46, 49]]	[]	['PNG']	[]
17	براي قسمت پمپاژ ، از موتورهاي كم‌صدا استفاده شده است . حجم مايع اين سيستم 1000 گالن مي‌باشد كه مقداري الكل به آب افزوده شده تا در مواقعي كه هوا سرد بوده و از STATCON استفاده نمي‌شود ، مايع يخ نزند . تلفات اينورترها در قدرت كامل KW 600 مي‌باشد و اين طرح در سال 1994 اجرا گشته است .	[[158, 165], [228, 230]]	[]	['STATCON', 'KW']	[]
18	دسته شدن عمودي پرتو رخ مي دهد . با دسته شدن پرتو مقدار قابل توجهي انرژي از پرتو الكتروني به مد تحريك شده منتقل مي شود . گايروترونها به صورت اسيلاتورها به كار برده مي شوند اگر چه از گايروترونها در تركيب با كلايسترون و مدار TWT استفاده شده كه تقويت كننده هاي گايروكلاسيترون و گايرو TWT بوجود آمده است .	[[222, 225], [280, 283]]	[]	['TWT', 'TWT']	[]
19	اگرچه اطلاعات اضافی همانند ساختار محلی همسایه ها شاید فقط به اصلاح کارکرد پروتکل کمک می کند ، ولی این اطلاعات فقط افزایش سربار شبکه را به همراه دارند . بنابراین معتقدیم که آن سه پرچم دانش لازم را در مورد ساختار محلی را توسعه می دهند ، که برای DV - CAST برای تعیین چگونگی مدیریت انتشار بسته ها کافی است و اجرای قابل قبولی دارد . 2 - 3 - 10 - 3 قواعد مسیر یابی	[[243, 245], [248, 252]]	[]	['DV', 'CAST']	[]
20	ویجت‌های قابل توسعه : در حالی که اندروید 1 . 0 و 1 . 1 از نظر فنی دارای قابلیت تازه‌ای به نام ویجت یا ابزارک بودند ، پتانسیل کامل آنها همچنان غیر قابل دسترس بود و شرکت‌های ثالث می‌بایست تا عرضه‌ی SDK مربوطه از سوی گوگل صبر بیشتری می‌کردند . در آن دوران تنها ابزارک موجود کادرهایی بودند که در اندروید پیش‌بینی شده بود .	[[196, 199]]	[]	['SDK']	[]
21	‫استفاده در نمونه های با زتوزیع ‪ EIGRP ‬ می پردازد ‪ . ‬ شکل ‪ 3 - 1 ‬ یک هما شبکه نمونه را نشان می دهد ‪ .‬ در این مورد ‪ ، ‬‬ ‫حوزه ‪ EIGRP ‬ در سمت چپ شکل از زیر شبکه های کالس ‪ B ‬ شبکه ‪ 172 . 30 . 0 . 0 ‬ و حوزه ‪ OSDF ‬ در ‬	[[34, 39], [137, 142], [221, 225]]	[]	['EIGRP', 'EIGRP', 'OSDF']	[]
22	‬ در مسیرهای ‬ ‫ طراحان نمی توانند به وسیله آنها بهترین مسیر را برای رسیدن به خارج مقصد ‪OSPF ‬‬ ‫‪ ، E 1 ‬ هززینه های داخلی و خارجی ‪ OSPF ‬ برای انتخاب بهترین مسیر حائز اهمیت هستند ‪ . ‬ در مسیرهای ‪ E2 ‬‬	[[89, 93], [135, 139]]	[]	['OSPF', 'OSPF']	[]
23	2 - 2 - 3 ارایه انتشار گروهی ( PGB ) 33 3 - 2 - 3 AckPBSM 33 4 - 2 - 3 DECA 34	[[31, 34]]	[[10, 28]]	['PGB']	['ارایه انتشار گروهی']
24	در مركز هر قسمت يك گره ارتباطي وجود دارد كه مركز ديسپاچينگ توزيع ( DDC ) نيز يكي از اين گره‌ها مي‌باشد . 5 گره ارتباطي ياد شده توسط سيستم راديوئي UHF نقطه به نقطه با فركانس 900 مگاهرتز بصورت حلقوي ( Loop ) به يكديگر ارتباط يافته‌اند . از آنتن بشقابي براي اين نوع ارتباط استفاده شده است .	[[67, 70], [146, 149]]	[[44, 64]]	['DDC', 'UHF']	['مركز ديسپاچينگ توزيع']
25	در سيستم I هم احتياج به ارتباط اضافه نيست و از همان كابل 3 سيم استفاده مي شود ولي تفاوت آن با سيستم فانتوم اين است كه صفر ولت در قبل در شيلد است ولي در اينجا 10 ولت روي دو سيم است و شيلد آزاد است و هر دو سيم ما داراي پتانسيل مي باشد . در سيستم فانتوم پلاريته اي بين دو سيم نيست . مزيت سيستم فانتوم بر AB :	[[301, 303]]	[]	['AB']	[]
26	"[ 4 ] Ch . Vijaya Durga , A . Anitha , Dr. Sri Rama Krishna "" An EFFICIENT Porotocol for Intelligent Transportation in Vehicular AdHoc Network "" . [ 5 ] امیر کاکه خانی و اکبر غفار پور رهبر "" استفاده از شبکه های بی سیم در شبکه حمل ونقل "" آزمایشگاه تحقیقاتی دانشگاه سهند تبریز"	[]	[]	[]	[]
27	سيستم DAS بايد احتياجات مصرف‌كنندگان و سيستم‌هاي توزيع ، انتقال و توليد را برآورده سازد . از جمله اهداف پروژه DAS مي‌توان موارد زير را نام برد : • به تعويق انداختن ساخت تأسيسات جديد	[[6, 9], [110, 113]]	[]	['DAS', 'DAS']	[]
28	‫‪ 3 - 3 ‬ باز توزیع به سمت ‪ OSPF ‬‬ ‫ باز توزیع ‪ OSPF ‬ در مقایسه با باز توزیع ‪ ، EIGRP ‬ شباهتها و تفاوت های زیادی دارد ‪ . ‬ برخالف ‪ OSPF ، EIGRP ‬‬	[[30, 34], [52, 56], [86, 91], [147, 152], [140, 144]]	[]	['OSPF', 'OSPF', 'EIGRP', 'EIGRP', 'OSPF']	[]
29	تعيين ضريب F و محاسبه قدرت خازن لازم ( كيلووار ) براي اصلاح ضريب قدرت	[]	[]	[]	[]
30	‫که از آن استفاده می کند ‪ . ‬ با این حال ‪ OSPF ،‬ می تواند برای مسیرهای باز توزیع شده با استفاده از گزینه های ‬ ‫جدول ‪ OSPF 3 - 1 ‬ نیز مشابه با ‪ ، EIGRP ‬ متریک ها را تنظیم کند ‪ .‬‬	[[44, 48], [122, 126], [152, 157]]	[]	['OSPF', 'OSPF', 'EIGRP']	[]
31	يكي از روش‌ها جهت اجتناب از اين مشكل ، استفاده از تجهيزاتي به نام ( master RTU ) MRU مي‌باشد . اين‌ها واحدهاي كنترلي هستند كه بر پايه مفهوم پردازش توزيعي ، به عنوان data concentrator استفاده مي‌شوند . اين واحد كنترلي با چندين پروتكل سريال كار مي‌كند و به طور هم‌زمان با پايانه‌هاي slave در محل كليدها ، مركز ديسپاچينگ اصلي و يك واسط گرافيكي ( GUI ) كه يك كامپيوتر PC مي‌باشد ، ارتباط دارد .	[[81, 84], [343, 346], [364, 366], [75, 78]]	[[328, 340], [355, 363]]	['MRU', 'GUI', 'PC', 'RTU']	['واسط گرافيكي', 'كامپيوتر']
32	همانطور كه در تصوير ( 1 ) ديده مي‌شود ميدان مغناطيسي در راستاي محور x و در امتداد گذرنده از مركز دايره مقدار غير صفر دارد در صورتي كه ميدان الكتريكي مقدار بسيار بسيار ناچيزي خواهد داشت . در فاصله ( 0 . 1m ) 10 cm تا ( 0 . 2m ) 20 cm از حلقه شدت ميدان مغناطيسي در محدوده 105 تا 104 ميلي گوس است و اين مطلب را مي‌توان از روي تصاوير ( 4 ) و ( 3 ) و ( 2 ) بخوبي مشاهده كرد در فاصله ( 0 . 25 m ) 25 cm تا ( 0 . 5m ) 50 cm مقدار ميدان مغناطيسي به 104 تا 103 ميلي گوس كاهش مي‌يابد ( طبق شكلهاي ( 7 ) و ( 6 ) و ( 5 ) ) و مطابق با شكلهاي ( 13 ) و ( 12 ) و ( 11 ) در فاصله 1 تا دومتري به چند ده ميلي گوس كاهش خواهد يافت . ( توجه شود كه جريان حلقه IKA فرض شده است و براي گان دلخواه با جريان I مقدار بدست آمده را بايد در ضريب نرماليزه كردن جريان ، ضرب كرد معادله ـ 2 )	[[210, 212], [230, 232], [394, 396], [637, 640], [414, 416]]	[]	['cm', 'cm', 'cm', 'IKA', 'cm']	[]
33	سرانجام شكست در ولتاژي مانند U  روي مي دهد . در مرحله بعدي مطابق شكل ( 23 ) يك قطعه عايق مانند چيني يا فيبر استخواني را بين دو صفحه قرار مي دهيم . البته طول عايق همچنان برابر d مي باشد .	[]	[]	[]	[]
34	‫شده استفاده شده است ‪ : ‬ یک گزینه دستور اتصال در اختیار داریم ‪ : ‬ تطبیق آدرس ‪ . IP ‬‬ ‫دستور انطباق آدرس ‪ IP ‬ با نقشهی مسیر زمانی امکان پذیر است که این دستور از لیست های دسترسی استاندارد و ‬	[[85, 87], [112, 114]]	[]	['IP', 'IP']	[]
35	در مدار شكل ( 3 ) به كمك يك منبع ولتاژ دائم با ولتاژ چند هزار ولت و با تغييرات فشار گاز و نوع گاز و مقاومت R شکلهای زيبايي از تخليه الكتريكي به وجود مي آيد . شکل ( 10 ) چنین تخلیه ای را با جریان های مختلف و فشارهای مختلف گاز نشان می دهد . شکل ( 10 ) - حالت های مختلف تخلیه روشن	[]	[]	[]	[]
36	ما تابع bighello را بدون Argument تعریف کردیم ، به همین دلیل داخل پرانتز چیزی ننوشتیم . PHP Code : 1 : < html >	[[88, 91]]	[]	['PHP']	[]
37	برخلاف DES كه چندين S - box مختلف دارد ، در سيستم Rijndael فقط يك S - box وجود دارد . گام دوم از هر دور ، چهار سطر آراية state را به سمت چپ مي چرخاند : سطر شماره صفر ، صفر بايت مي چرخد ( يعني تغيير نمي كند ) ، سطر شمارة يك ، يك بايت به سمت چپ مي چرخد ، سطر شمارة دو ، دو بايت و سطر شمارة سه ، سه بايت . در اين گام محتواي بلوك فعلي آرايه بهم ريخته مي شود كه معادل با بلوك جايگشت در شكل 8 - 6 - الف است .	[[7, 10]]	[]	['DES']	[]
38	4 - پلیس فتا – نیروی انتظامی جمهوری اسلامی ایران [ 1 ] : policing cybercrime BY : petter Gottschalk for www . bookboon . com	[]	[]	[]	[]
39	4 / 1 – 2 / 1 5 4 50 5 / 3 – 1 / 3 2 4 40 2 - 2 - 7 - 2 - 3 - Helix Continuous wave TWT	[]	[]	[]	[]
40	Y 18 ریست خارجی در HSC 2	[[19, 22]]	[]	['HSC']	[]
41	‫▪ همه دستور های نمایش مسیر ‪ IP 172 . 30 . 0 . 0 ‬ مربوط به ‪ R4 ‬ مسیریاب داخلی در انتهای مثال ‪ ، 3 - 9 ‬ یعنی ‬	[[30, 32]]	[]	['IP']	[]
42	طول جاده در حدود 4 کیلومتر است ما فرض می کنیم که دورترین وسیله در سمت راست ناحیه ارزیابی ف رخداد مهم را متوجه می شود . گرچه تنها سبک مستقیم مکانیسم داده ای که در جاده های مستقیم به کار گرفته می شود UMB است و تراکم خودرو در جاده اصلی دو برابر جاده فرعی است . دیگر پارامترها همانند پارامتر های قبلی است ( جدول 1 ) .	[[198, 201]]	[]	['UMB']	[]
43	‫‪www . college prozheh . ir‬‬ ‫ ﻛﺎﻟﺞ ﭘﺮﻭژﻩ ‬ ‫ زیرساخت کلید عمومی بسیار سبک وزن ( ‪ ) 4PKI ‬ به عنوان پایه ای برای مدیریت اعتماد ؛ ‬ ‫ ‪  ‬‬	[[87, 91]]	[[56, 80]]	['4PKI']	['کلید عمومی بسیار سبک وزن']
44	"‬ تراشه طراحی شده برای به انجام رساندن ‬ ‫این ادغام ‪ ،‬ به عنوان تراشه "" ‪ "" MULTICOM ‬ شناخته شده است ‪ . ‬ انت ار می رود که ارتباطات باندپایه و ‬"	[]	[]	[]	[]
45	ميزان افزايش دما براي رسيدن به 45 % R . H . = دما ( درجه فارنهايت ) افزايش دما	[]	[]	[]	[]
46	‫ افزوده است ‬ EIGRP ‫ را به زیر شبکه ‬ OSPF ‫ که داده های توپولوژی‬ RD1 ‫ تائید ‬ : 3 - 1 ‫ مثال ‬	[[15, 20], [40, 44], [69, 72]]	[]	['EIGRP', 'OSPF', 'RD1']	[]
47	"‫برآورد بهترین مسیر برای مسیر ‪ E2 ‬ دارد که توسط ‪ OSPF ‬ انجام می شود ‪ . ‬ در ادامه ‪ ،‬ بخش "" باز توزیع به سمت ‬ ‫ ‪ OSPF ‬ به شکل مسیر ‪ "" E 1 ‬ به بحث پیرامون همین موضوع خواهد پرداخت ‪ ،‬ اما برای مسیرهای ‪ . E 1 ‬‬"	[[52, 56], [121, 125]]	[]	['OSPF', 'OSPF']	[]
48	اين كاهش فشار مي‌تواند در نیروگاه ها یا واحد های سیکل ترکیبی مهم باشد به ويژه زماني كه بخشهاي مختلف به عنوان retrofits هنگامیکه طراحی سیستم یا نیروگاه کامل نشده است نصب گردیده اند . برای جاذب‌هایي که از بخار يا آب داغ استفاده میکنند وسیله ای به منظور استفاده از بخار يا آب داغ زماني كه جاذب‌ها در شرايط بارگیری در حال فعالیت هستند بایستی فراهم گردد . براي مثال اگر بخار در يك HRSG توليد شود در اينصورت آن براي گردش ( چرخش ) ژنراتور در سيستم جذبي بروميد ليتيوم استفاده مي‌شود اگر بار خنک کننده کمتر از شرایط طراحی باشد تمام بخار موجود مورد استفاده قرار نمیگیرد در آن مورد بخار ممكن است از كندانسور بگذرد و در اتمسفر تهويه شود و يا براي کاربرد ديگر استفاده شود .	[[376, 380]]	[]	['HRSG']	[]
49	‫ مسیریابی از چپ ‬ ‫ مسیریابی از راست ‬ ‫با ‪ 170 = AD ‬‬ ‫ ‪ AD =110 ‬ با ‬	[[62, 64], [52, 54]]	[]	['AD', 'AD']	[]
50	‬ این بخش با بحثی کوتاه در ‬ ‫مورد اطالعات مرجع آغاز می شود ‪ . ‬ اولین عنوان ‪ ،‬ پارامترهای دستور پیکربندی اصلی ‪ ،‬ دستور باز توزیع ‪ EIGRP ‬ و ‬	[[137, 142]]	[]	['EIGRP']	[]
51	‫▪ در مورد مسیریاب ‪ ، R1 ‬ که باز توزیع را اجرا کرده است ‪ ،‬ جدول توپولوژی ‪ EIGRP ‬ از طریق باز توزیع ‪ ، ‬‬ ‫ واسط خروجی فهرست می کند ‪ .‬‬	[[79, 84]]	[]	['EIGRP']	[]
52	L - 4683 X 9 . 35	[]	[]	[]	[]
53	‫هنگامی که ‪ IOS ‬ با عبارت تایید نقشه مسیر ‪ PBR ‬ مربوط تطابق می یابد ‪ IOS ،‬ ابتدا از منطق ‪ PBR ‬ استفاده می کند ‬ ‫‪ . ‬ اگر دستور تنظیم حدفاصلی را شناسایی کند که باال قرار دارد ‪ .‬ یا در مجاورت مسیریاب جهش که دسترسی به آن ‬	[[13, 16], [46, 49], [74, 77], [97, 100]]	[]	['IOS', 'PBR', 'IOS', 'PBR']	[]
54	· متن کاوی Text Mining : پالایش متن ( نامه های الکترونیکی ، گروههای خبری و غیره ) ؛ · پزشکی : کشف ارتباط علامت و بیماری ، تحلیل آرایه های DNA ، تصاویر پزشکی ؛	[[138, 141]]	[]	['DNA']	[]
55	گان شمارة 1 . ” كنار ميز آهني “ ـ ارتفاع از زمين 80 cm ـ جريان Imax = 10 . 2KA	[[52, 54], [76, 78], [63, 67]]	[]	['cm', 'KA', 'Imax']	[]
56	به دليل كوچك بودن و ارزان بودن اين ميكروفونها امروزه تقريباً روي اكثر دستگاههاي آماتوري نصب مي شود و در كارهاي تصويري هنگام پنهان سازي مي توان از اين ميكروفون استفاده نمود . يك نمونه از آن را مي توان ميكروفون Sony - ECA50 نام برد .	[]	[]	[]	[]
57	در زمان سفر 1200 ثانیه ، NSGA - II از لحاظ انرژی مصرفی و میزان همواری نتایج بهتری داشته است و در زمان 1540 ثانیه نیز هر دو الگوریتم MOPSO و NSGA - II دارای نتایج مشابهی بوده اند . البته لازم به ذکر است که در زمان سفر 1040 ثانیه ، عملکرد الگوریتم KH مشابه NSGA - II است با این تفاوت که KH با زمان اجرای بسیار کمتری به این نتیجه رسیده است . جدول 3 . 5 : مقایسه نتایج سه الگوریتم در زمان‌های سفر مختلف	[[25, 29], [132, 137], [140, 144], [246, 248], [255, 259], [285, 287]]	[]	['NSGA', 'MOPSO', 'NSGA', 'KH', 'NSGA', 'KH']	[]
58	‫ ‪ ، RD2  ‬ مسیر داخلی ‪ ELGRP ‬ را بهترین مسیر به حساب می آورد ‪ ،‬ و علت آن هم ‪ AD ‬ کمتر اسوت و آن مسویر را ‬ ‫ در جدول مسیریابی ‪ IP ‬ قرار می دهد ‪ .‬‬	[[27, 32], [85, 87], [137, 139], [6, 9]]	[]	['ELGRP', 'AD', 'IP', 'RD2']	[]
59	"در اينجا اگه بخواهيم مقدار Asef رو چاپ كنيم كافيه بنويسيم : PHP Code : Print "" $ users [ 1 ] "" ;"	[[60, 63]]	[]	['PHP']	[]
60	نام ديگر اين دسته از SVC ، جبران‌كننده توان راكتيو ايستاي پيشرفته ( ASVC ) يا كندانسور ايستا ( STATCON ) مي‌باشد ، نام ASVC به اين دليل بر اين دسته از SVCها اطلاق شده كه نسبت به SVCهاي امپدانس متغير جديدتر و پيشرفته‌تر مي‌باشند اما نام STATCON به اين دليل مي‌باشد كه اين جبران‌كننده ايستا ( فاقد جزء گردان ) در حالت پايداري ، مشخصه‌هاي خروجي‌اش بسيار شبيه كندانسور سنكرون كه داراي جزء گردان است ، ‌ مي‌باشد از اين جهت به STATIC Condensor يا STATCON مشهود شده‌اند . ASVCها در مقايسه با ساير SVC كم حجم‌تر و اجزاء ارزان‌تر دارند . در شكل ( 11 ) شكل تك فاز يك VSI نشان ‌داده شده و در كنار آن نمودار فاز ورودي ولتاژهاي VSI و ولتاژ خط به نمايش درآمده است .	[[68, 72], [21, 24], [119, 123], [178, 181], [151, 154], [557, 560], [490, 493], [465, 469], [95, 102], [236, 243], [441, 448], [615, 618]]	[[27, 65], [78, 92]]	['ASVC', 'SVC', 'ASVC', 'SVC', 'SVC', 'VSI', 'SVC', 'ASVC', 'STATCON', 'STATCON', 'STATCON', 'VSI']	['جبران\u200cكننده توان راكتيو ايستاي پيشرفته', 'كندانسور ايستا']
61	خط دوازدهم : در صورت فعال شدن T35 موتور 35 کیلووات برای باز شدن دریچه ‌ روشن و T36 فعال شود . خط سیزدهم : آلارم باز نشدن دریچه‌ی 55 کیلووات . خط چهاردهم : در صورت فعال شدن T36 و باز شدن تمام دریچه‌ها سیکل تخلیه شروع می شود .	[]	[]	[]	[]
62	B ( ) A ( )	[]	[]	[]	[]
63	7 - 2 - 9 - 5 - ماژول GPS	[[22, 25]]	[]	['GPS']	[]
64	"‬ برای آنهایی که با دستور ناآشنا هستند ‪ ،‬ دستورالعمل باز ‬ ‫توزیع روشن نیست ‪ . ‬ نام دستور "" تحویل مسیر از "" است ‪ ،‬چون اولین پارامتر است که پس از عنوان ‪ IOS‬ ظاهر‬"	[[159, 163]]	[]	['IOS\u202c']	[]
65	مودم‌هاي راديويي در باندهاي UHF و VHF و طيف گسترده ( spread spectrum ) ساخته و عرضه شده ‌آند . برخلاف شبكه‌هاي مخابراتي كابلي كه از مودم‌هاي معمولي استفاده شده و به صورت دو طرفه ( full duplex ) مي‌باشند مودم‌هاي راديويي به صورت يك‌طرفه ( half duplex ) بوده و پارامتر سرعت سوئيچ از حالت فرستندگي به گيرندگي و بالعكس مشخصه مهمي در اين مودم مي‌باشد . هم‌چنين لازم است سيستم‌هاي ديسپاچينگ سازگار با اين مودم‌ها و سرعت سوئيچ آن‌ها باشند .	[[34, 37], [28, 31]]	[]	['VHF', 'UHF']	[]
66	‫‪ 3 - 3 - 9 ‬ مرجع دستور باز توزیع ‪OSPF‬‬ ‫سطرهای ذیل نشان دهنده نحو ذاتی دستور باز توزیع به هنگام استفاده از آنها به عنوان یک زیر دستور مسیریاب ‬ ‫‪ ، OSPF ‬ هستند ‪ . ‬ توجه داشته باشید که نحو بر اساس پروتکل مسیریابی و باز توزیع ‪ ،‬ می تواند متفاوت باشد ‪ .‬‬	[[37, 43], [154, 158]]	[]	['OSPF\u202c\u202c', 'OSPF']	[]
67	با توجه به اثر زمين حلقه جريان داراي تصوير مانند شكل صفحه بعد خواهد بود مقادير a , I و d بكار برده شده در محاسبات در كنار شكل نوشته شده است البته به ازاي دو مقدار معمول d =1 . 5m و d =0 . 5m متر نيز نتايج محاسبات ذكر شده است كه فرق چنداني با نتايج بدست آمده در مورد d =1m نمي‌كند . 6 . محاسبه ميدان مغناطيسي مربوط به گان :	[]	[]	[]	[]
68	2 - انواع و ساختار SVC‌ها 14 2 - 1 - انواع SVC امپدانس 14 الف ) خازن سوئيچ شونده با تريستور TSC 14	[[19, 23], [43, 46], [92, 95]]	[[64, 91]]	['SVC\u200c', 'SVC', 'TSC']	['خازن سوئيچ شونده با تريستور']
