ID	text	acronyms	long-forms	acronyms-text	long-forms-text
11	8.2 Proporción del total de AOD bilateral y por sectores que los donantes del CAD/OCDE destinan a servicios sociales básicos (enseñanza básica, atención primaria de la salud, nutrición, agua potable y saneamiento) 8.3 Proporción de la asistencia oficial para el desarrollo (AOD) bilateral de los donantes del CAD/OCDE que no está condicionada 8.8 Estimación de la ayuda agrícola de los países de la OCDE en porcentaje de su producto interno bruto (PIB) 8.9 Proporción de AOD destinada a fomentar la capacidad comercial	[[448, 451], [28, 31], [78, 86], [274, 277], [309, 317], [399, 403], [471, 474]]	[[424, 446], [235, 272]]	['PIB', 'AOD', 'CAD/OCDE', 'AOD', 'CAD/OCDE', 'OCDE', 'AOD']	['producto interno bruto', 'asistencia oficial para el desarrollo']
12	Derecho a trabajar y a condiciones de trabajo equitativas y satisfactorias 29. Según la Confederación Sindical Internacional(CSI), Rumania es un país en que escasea la mano de obra debido al éxodo de obreros rumanos a Europa occidental. 	[[125, 128]]	[[88, 123]]	['CSI']	['Confederación Sindical Internaciona']
13	Muchos de los principios de la declaración, en particular su insistencia en la igualdad, los enfoques multisectoriales y la participación de las comunidades, siguen siendo tan pertinentes en la actualidad como lo eran en 1978.  Como se documenta en el examen de la iniciativa Cuenta regresiva 2015, se sigue avanzando decididamente en algunas esferas fundamentales de la supervivencia de la madre y el niño pequeño, como la cobertura de la inmunización, los mosquiteros impregnados con insecticida y la administración de suplementos de vitamina A. La Iniciativa de Lucha contra el Sarampión, una asociación entre la Organización Mundial de la Salud (OMS), los Centros para el Control y la Prevención de Enfermedades, la Fundación pro Naciones Unidas, la Cruz Roja de los Estados Unidos y el UNICEF, contribuyó a lograr que entre 2000 y 2007 disminuyeran en un 74% las muertes producidas por el sarampión en todo el mundo. 	[[650, 653], [791, 797]]	[[616, 648]]	['OMS', 'UNICEF']	['Organización Mundial de la Salud']
14	Oriente Medio Las Alturas del Golán En su 4071ª sesión, el 24 de noviembre, el Consejo de Seguridad aprobó unánimemente la resolución 1276 (1999) por la que se prorrogó el mandato de la Fuerza de las Naciones Unidas de Observación de la Separación (FNUOS) por un nuevo período de seis meses, hasta el 31 de mayo del 2000. 	[[249, 254]]	[[186, 247]]	['FNUOS']	['Fuerza de las Naciones Unidas de Observación de la Separación']
15	Véanse también las notas 2 y 3.  Operación de las Naciones Unidas en Mozambique (ONUMOZ)a Ingresos y gastos y variaciones de las reservas y los saldos de los fondos en el período comprendido entre el 15 de octubre de 1992 y el 31 de marzo de 1995, al 30 de junio de 2008	[[81, 87]]	[[33, 79]]	['ONUMOZ']	['Operación de las Naciones Unidas en Mozambique']
16	 110. Los siguientes proyectos se están ejecutando en el nivel nacional: cuatro proyectos en Angola (PNUD, Fondo de Población de las Naciones Unidas (FNUAP) y Portugal), además de asistencia para casos de emergencia; un estudio en Botswana (PNUD AST-1); un proyecto en Lesotho (FNUAP); siete proyectos en Malawi (PNUD, FNUAP, Programa Arabe del Golfo para las Organizaciones de Desarrollo de las Naciones Unidas (AGFUND)); tres proyectos en Mozambique (PNUD y FNUAP), además de asistencia para casos de emergencia; cinco proyectos en Namibia (PNUD, la Agencia de Cooperación Técnica y Cultural (ACTC) y AGFULN), incluido socorro para casos de emergencia; un proyecto en Swazilandia (PNUD); dos proyectos y un estudio en la República Unida de Tanzanía (FNUAP, Suiza y PNUD AST-1); dos proyectos en Zambia (PNUD y FNUAP); y dos proyectos en Zimbabwe (Organismo Sueco de Desarrollo Internacional). 	[[595, 599], [101, 105], [150, 155], [240, 251], [278, 283], [313, 317], [319, 324], [413, 419], [453, 457], [460, 465], [543, 547], [603, 609], [683, 687], [752, 757], [767, 777], [805, 809], [812, 817]]	[[552, 593], [107, 148], [326, 411]]	['ACTC', 'PNUD', 'FNUAP', '(PNUD AST-1', 'FNUAP', 'PNUD', 'FNUAP', 'AGFUND', 'PNUD', 'FNUAP', 'PNUD', 'AGFULN', 'PNUD', 'FNUAP', 'PNUD AST-1', 'PNUD', 'FNUAP']	['Agencia de Cooperación Técnica y Cultural', 'Fondo de Población de las Naciones Unidas', 'Programa Arabe del Golfo para las Organizaciones de Desarrollo de las Naciones Unidas']
17	Personal activo sin derecho a jubilación Total Entre 2005 y 2007, el pasivo registró un aumento general del 17%, aproximadamente, como consecuencia de la actualización de los datos censales, la evolución de los gastos médicos y la actualización de las hipótesis demográficas para alinearlas con las nuevas hipótesis relativas a la mortalidad y otras adoptadas recientemente por la Caja Común de Pensiones del Personal de las Naciones Unidas (CCPPNU). 	[[442, 448]]	[[381, 440]]	['CCPPNU']	['Caja Común de Pensiones del Personal de las Naciones Unidas']
18	Las principales recomendaciones figuran en el párrafo 9 del presente informe.  De conformidad con la resolución 74 (I) de la Asamblea General, de 7 de diciembre de 1946, la Junta de Auditores ha efectuado la auditoría de los estados financieros de la Oficina de las Naciones Unidas de Servicios para Proyectos (UNOPS) correspondientes al ejercicio económico comprendido entre el 1° de enero de 2006 y el 31 de diciembre de 2007 y ha examinado las operaciones de la Oficina en ese mismo período. 	[[311, 316]]	[[251, 309]]	['UNOPS']	['Oficina de las Naciones Unidas de Servicios para Proyectos']
19	 16. Por lo que respecta a la seguridad cibernética, los expertos en tecnología de la información y las comunicaciones de la Comunidad Económica de los Estados de África Occidental (CEDEAO) aprobaron directrices para luchar contra la delincuencia cibernética el 11 de diciembre de 2007 en Lomé (Togo). 	[[182, 188]]	[[125, 180]]	['CEDEAO']	['Comunidad Económica de los Estados de África Occidental']
20	Varias organizaciones ofrecieron información detallada a la Comisión sobre su política de armonización interinstitucional y sobre las dificultades administrativas para tramitar los diversos tipos de movilidad interinstitucional.  Los representantes de las tres federaciones del personal, a saber, la Federación de Asociaciones de Funcionarios Públicos Internacionales (FICSA), el CCISUA y la UNISERV estuvieron de acuerdo con las conclusiones del informe presentado por la secretaría de la CAPI. 	[[369, 374], [490, 494], [380, 386], [392, 399]]	[[330, 367]]	['FICSA', 'CAPI', 'CCISUA', 'UNISERV']	['Funcionarios Públicos Internacionales']
21	" 38. Alemania participa activamente en el Programa XENOS -""Vivir y Trabajar en la Diversidad"" y durante el período 2007-2013 se habilitaron a tal fin unos 200 millones de euros de fondos recibidos con cargo al Fondo Social Europeo (FSE). "	[[232, 235], [51, 56]]	[[210, 230]]	['FSE', 'XENOS']	['Fondo Social Europeo']
22	j) Mejorar la eficiencia de los servicios de correos y valija diplomática perfeccionando constantemente los servicios automatizados de selección, seguimiento y envío; k) Fortalecer la función de elaboración de políticas y supervisión respecto de la gestión de los locales; l) Seguir promoviendo y coordinando, en todos los departamentos y oficinas, mejores niveles de aprovechamiento de los recursos en las operaciones de la Secretaría (como se recomienda en los informes relativos a 2009/10 de la Oficina de Servicios de Supervisión Interna (OSSI) y la Dependencia Común de Inspección), de conformidad con la prioridad del Secretario General de que las Naciones Unidas respondan a las amenazas del cambio climático y a fin de que la Organización avance hacia la neutralidad climática. 	[[543, 547]]	[[498, 541]]	['OSSI']	['Oficina de Servicios de Supervisión Interna']
23	grado en 2000, 49 se matricularon en el 9º grado de la EEB en 2008 y 45 culminaron el nivel.  La tasa de matrícula bruta de Educación Media (EM) experimentó un notable crecimiento, pasando de un 22% en 1990 a 55,6% en 2009, pero aún debe mejorar la cobertura. 	[[141, 143], [55, 58]]	[[124, 139]]	['EM', 'EEB']	['Educación Media']
24	Para asegurar la coherencia en las tendencias, se llenaron algunos vacíos menores de información recurriendo a la simple interpolación o a los datos del año anterior del que se hubiera informado.  El total de las emisiones de GEI a que se refiere el presente capítulo excluye las emisiones/absorciones de C02 del sector cambio de uso de la tierra y silvicultura (CUTS). 	[[363, 367], [226, 229]]	[[320, 361]]	['CUTS', 'GEI']	['cambio de uso de la tierra y silvicultura']
25	El Secretario General participó en la reunión y formuló una declaración.  El Presidente del Consejo Económico y Social, el representante del Presidente en ejercicio de la Comunidad Económica de los Estados de África Occidental (CEDEAO), el representante de la Comunidad de Países de Lengua Portuguesa, el Presidente del Grupo Consultivo Especial sobre Guinea-Bissau del Consejo Económico y Social y el Representante del Secretario General y Jefe de la Oficina de las Naciones Unidas en Apoyo a la Consolidación de la Paz en Guinea-Bissau también participaron en la sesión. 	[[228, 234]]	[[171, 226]]	['CEDEAO']	['Comunidad Económica de los Estados de África Occidental']
26	El oxibato sódico es una sustancia sometida a fiscalización en Estonia desde 1997 (Lista IV de las sustancias sometidas a fiscalización en Estonia).  Desde 2002 el ácido gamma-hidroxibutirico (GHB) figura en la Lista I de sustancias sometidas a fiscalización en Estonia (que engloba las sustancias de las Listas I y II del Convenio de 1971), con la excepción de los productos médicos que contienen oxibato sódico. 	[[193, 196]]	[[170, 191]]	['GHB']	['gamma-hidroxibutirico']
27	 Ajustes estructurales La Comisión Consultiva observa que el Secretario General ha emprendido un ajuste de las estructuras organizacionales en virtud del cual se colocan bajo el liderazgo del Alto Representante para los países menos adelantados, los países en desarrollo sin litoral y los pequeños Estados insulares en desarrollo las funciones de apoyo a la aplicación de la Nueva Alianza para el Desarrollo de África (NEPAD) que actualmente se confían por separado al Asesor Especial sobre África. 	[[419, 424]]	[[375, 410]]	['NEPAD']	['Nueva Alianza para el Desarrollo de']
28	Se brindó asistencia a un total de diez grupos de artesanía femenina de África oriental para exponer y vender su artesanía en el Foro Universal de las Culturas, Barcelona, España, entre el 9 de mayo y el 27 de septiembre de 2004.  Las organizaciones coordinadoras en el plano nacional fueron Uganda Women Entrepreneurs' Association (UWEAL), Integrated Social Economic Action (ISEA), en la República Unida de Tanzania, y Kenya Handicrafts Advisory Centre. 	[[376, 380], [333, 338]]	[[341, 374], [292, 331]]	['ISEA', 'UWEAL']	"['Integrated Social Economic Action', ""Uganda Women Entrepreneurs' Association""]"
29	1. Prevención, tratamiento y reinserción, incluida la promoción de estrategias y políticas de base empírica para la prevención del consumo de drogas La Oficina siguió colaborando con la Organización Mundial de la Salud (OMS) para ampliar la cobertura y la calidad de los servicios de tratamiento y atención de los trastornos causados por el consumo de drogas, sobre la base de pruebas científicas y normas éticas, iniciativa de la que se beneficiaron 38 países. 	[[220, 223]]	[[186, 218]]	['OMS']	['Organización Mundial de la Salud']
30	A fines de 2011, el PNUD propondrá estrategias para fortalecer su contribución a los medios de subsistencia y la creación de empleos e ingresos, especialmente en relación con el apoyo a la recuperación temprana.  El PNUD también reconoce la necesidad de elaborar esos programas con miras al logro de resultados de desarrollo de más largo plazo, y está colaborando con la Organización Internacional del Trabajo (OIT) a este respecto. 	[[411, 414], [216, 220], [20, 24]]	[[371, 409]]	['OIT', 'PNUD', 'PNUD']	['Organización Internacional del Trabajo']
31	 Estado u organización Organización de la Conferencia Islámica (OCI) Hospital de campaña valorado en 3 millones de dólares, además de dos ambulancias y 250.000 dólares para la reconstrucción de Saada	[[64, 67]]	[[23, 62]]	['OCI']	['Organización de la Conferencia Islámica']
32	Cómo puede aceptarse que los civiles inocentes, la infraestructura económica, las instalaciones de servicio y los lugares de patrimonio histórico dentro del Líbano se convirtieran en blanco deliberado de la venganza por el ataque con cohetes Katyusha a una aldea situada en el norte de Israel?  Del mismo modo, ¿cómo puede aceptarse que Israel hiciera blanco en un refugio de la Fuerza Provisional de las Naciones Unidas en el Líbano (FPNUL) en el que buscaron protección mujeres, niños y ancianos libaneses inocentes? 	[[435, 440]]	[[379, 433]]	['FPNUL']	['Fuerza Provisional de las Naciones Unidas en el Líbano']
33	Las dos agrupaciones principales son la Agrupación Pro Caledonia en la República (RPCR) y el Frente de Liberación Canaco y Socialista (FLNKS).  Los grupos que integran el FLNKS son la Unión Caledonia (UCF), el Partido de Liberación Canaca (PALIKA), la Unión Progresista Melanesia y el Partido Socialista Caledoniano (PSC)22. 	[[317, 320], [82, 86], [135, 140], [171, 176], [201, 204], [240, 246]]	[[285, 315], [40, 80], [93, 133], [184, 199], [210, 238]]	['PSC', 'RPCR', 'FLNKS', 'FLNKS', 'UCF', 'PALIKA']	['Partido Socialista Caledoniano', 'Agrupación Pro Caledonia en la República', 'Frente de Liberación Canaco y Socialista', 'Unión Caledonia', 'Partido de Liberación Canaca']
34	La Directora Ejecutiva presentó el presupuesto de apoyo bienal para 2010-2011 (DP/FPA/2009/10) y el informe sobre la revisión del Reglamento Financiero y Reglamentación Financiera Detallada del UNFPA (DP/FPA/2009/12).  Manifestó la satisfacción del UNFPA por el informe favorable (DP/FPA/2009/11) de la Comisión Consultiva en Asuntos Administrativos y de Presupuesto (CCAAP) y su firme decisión de seguir armonizando y simplificando las actividades con el PNUD y el UNICEF y de mejorar la presupuestación y la gestión basadas en los resultados. 	[[368, 373], [82, 85], [79, 81], [194, 199], [204, 207], [201, 203], [249, 254], [284, 287], [281, 283], [456, 460], [466, 472]]	[[303, 366]]	['CCAAP', 'FPA', 'DP', 'UNFPA', 'FPA', 'DP', 'UNFPA', 'FPA', 'DP', 'PNUD', 'UNICEF']	['Comisión Consultiva en Asuntos Administrativos y de Presupuesto']
35	"Después de la última oración, añádase la siguiente: ""El programa fomentaría su capacidad operacional en las actividades de la UNCTAD orientadas a la prestación de apoyo a los países receptores, especialmente los países en desarrollo, y en particular los países menos adelantados, los países en desarrollo sin litoral y los pequeños Estados insulares en desarrollo.  9.2 La UNCTAD y el Centro de Comercio Internacional UNCTAD/OMC (CCI) ejecutarán el programa. "	[[430, 433], [126, 132], [373, 379], [418, 424], [425, 428]]	[[385, 417]]	['CCI', 'UNCTAD', 'UNCTAD', 'UNCTAD', 'OMC']	['Centro de Comercio Internacional']
36	Pese a la posibilidad de registrar la unión civil de las parejas del mismo sexo, la JS1 recomendó a Irlanda que introdujera el matrimonio civil para esas parejas.  La Gay and Lesbian Equality Network (GLEN) también planteó cuestiones en relación con los derechos de los hijos a cargo de parejas del mismo sexo. 	[[201, 205]]	[[167, 199]]	['GLEN']	['Gay and Lesbian Equality Network']
37	13 horas sesión privada Sala 10 1. Financiación de la Misión de las Naciones Unidas para el Referéndum del Sáhara Occidental (MINURSO) 2.	[[126, 133]]	[[54, 124]]	['MINURSO']	['Misión de las Naciones Unidas para el Referéndum del Sáhara Occidental']
38	En la medida en que se considerase necesario, se suspenderían todas las leyes y reglamentaciones que pudieran obstaculizar la celebración de un referéndum libre e imparcial.  La Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) permitiría que regresaran al Territorio todos los refugiados y otros saharauis residentes en el extranjero que desearan hacerlo, una vez que se hubiera determinado su derecho a votar. 	[[251, 256]]	[[190, 249]]	['ACNUR']	['Alto Comisionado de las Naciones Unidas para los Refugiados']
39	 Programación propuesta para la cuarta reposición del FMAM Nota: PEA = programa piloto de la prioridad estratégica de adaptación; FC = actividades intersectoriales de fomento de la capacidad; EE = eficiencia energética; PMA/PEID = países menos adelantados/pequeños Estados insulares en desarrollo; BGEI = tecnologías de generación de energía con bajas emisiones de gases de efecto invernadero; ER = energía renovable. 	[[65, 68], [192, 194], [394, 396], [54, 58], [130, 132], [220, 223], [224, 228], [298, 302]]	[[197, 218], [399, 416], [71, 128], [135, 191], [231, 255], [256, 296], [320, 392]]	['PEA', 'EE', 'ER', 'FMAM', 'FC', 'PMA', 'PEID', 'BGEI']	['eficiencia energética', 'energía renovable', 'programa piloto de la prioridad estratégica de adaptación', 'actividades intersectoriales de fomento de la capacidad;', 'países menos adelantados', 'pequeños Estados insulares en desarrollo', 'generación de energía con bajas emisiones de gases de efecto invernadero']
40	"ÍNDICE B. Políticas y estrategia multisectoriales En su 35º período de sesiones (Nueva York, 15 de mayo a 9 de junio de 1995) el Comité del Programa y de la Coordinación (CPC) acordó proponer que el tema de la serie en curso de Reuniones Conjuntas del CPC y el Comité Administrativo de Coordinación (CAC) fuese la ""Coordinación de las actividades del sistema de las Naciones Unidas para la erradicación de la pobreza"". "	[[300, 303], [252, 255], [171, 174]]	[[261, 298], [129, 169]]	['CAC', 'CPC', 'CPC']	['Comité Administrativo de Coordinación', 'Comité del Programa y de la Coordinación']
41	 Gráfico 1 Nota: RCE = reducciones certificadas de las emisiones. 	[[17, 20]]	[[23, 64]]	['RCE']	['reducciones certificadas de las emisiones']
42	En ese contexto, y en el marco de un programa de investigaciones y cooperación sectorial que se ejecuta conjuntamente con Suiza y el Instituto de Estudios de Desarrollo del Reino Unido, se ha concluido un estudio sobre aglomeraciones industriales y reducción de la pobreza en el que se elaboran estrategias encaminadas a formular una metodología para hacer que los pobres resulten más favorecidos por las actividades de desarrollo de aglomeraciones y, de esa forma, lograr que esas actividades constituyan un instrumento esencial para apoyar los objetivos de desarrollo del Milenio.  Las publicaciones más importantes relacionadas con el Pacto Mundial comprenden A Survey of SMEs in the Global Compact y, Partnerships for Small Enterprise Development, esta última publicación conjunta con el Programa de las Naciones Unidas para el Desarrollo (PNUD). 	[[844, 848]]	[[792, 842]]	['PNUD']	['Programa de las Naciones Unidas para el Desarrollo']
43	Nicaragua apoya firmemente esta noble iniciativa.  Finalmente, comparto la alegría de todos nuestros países por la histórica firma de la declaración de principios entre el Gobierno de Israel y la Organización de Liberación de Palestina (OLP). 	[[237, 240]]	[[196, 235]]	['OLP']	['Organización de Liberación de Palestina']
44	 Instituto de la Defensa Pública Penal El Instituto de la Defensa Pública Penal (IDPP), siendo parte de las instituciones que integran el sector justicia, ha procurado realizar diversas acciones que favorezcas a la población indígena, por lo que dentro de sus planes de trabajo se han realizado acciones contenidas en la convención internacional sobre la eliminación de todas las Formas de Discriminación Racial. 	[[81, 85]]	[[42, 79]]	['IDPP']	['Instituto de la Defensa Pública Penal']
45	GENERAL 47/454 B, DE 23 DE DICIEMBRE DE 1992, Y 48/493 A, Introducción El objeto de la presente nota es proporcionar a la Asamblea General opiniones actualizadas y adicionales de la Dependencia Común de Inspección (DCI) sobre el fortalecimiento de los mecanismos de supervisión externa como contribución al examen de este tema por la Asamblea General de conformidad con sus decisiones 47/454 B, de 23 de diciembre de 1992, y 48/493 A, de 29 de julio de 1994. 	[[215, 218]]	[[182, 213]]	['DCI']	['Dependencia Común de Inspección']
46	Por lo tanto, es preciso apoyar la determinación de África para hacerse cargo de su propio desarrollo y de trabajar con los asociados para el desarrollo en un ambiente de respeto e igualdad, tal como está previsto en la Nueva Alianza para el Desarrollo de África (NEPAD).  La Asociación de Naciones del Asia Sudoriental (ASEAN) apoya la decisión de poner en práctica la NEPAD. 	[[321, 326], [264, 269], [370, 375]]	[[276, 319], [220, 262]]	['ASEAN', 'NEPAD', 'NEPAD']	['Asociación de Naciones del Asia Sudoriental', 'Nueva Alianza para el Desarrollo de África']
47	9. Cuestiones metodológicas relacionadas con el Protocolo de Kyoto: a) Repercusiones del establecimiento de nuevas instalaciones de hidroclorofluorocarburo-22 (HCFC-22) a fin de obtener reducciones certificadas de las emisiones por la destrucción de hidrofluorocarburo-23 (HFC-23); b) Repercusiones de la posible modificación del límite para las actividades de proyectos de forestación y reforestación en pequeña escala del mecanismo para un desarrollo limpio;	[[160, 167], [273, 279]]	[[132, 158], [250, 271]]	['HCFC-22', 'HFC-23']	['hidroclorofluorocarburo-22', 'hidrofluorocarburo-23']
48	Por último, en 2012 se realizará un nuevo censo, que proporcionará información actualizada sobre el analfabetismo.  Se dispondrá también de datos adicionales, una vez se hagan públicos los resultados del Programa de evaluación internacional de competencias de adulto, realizado por la Organización para la Cooperación y el Desarrollo Económicos (OCDE) en 2011. 	[[346, 350]]	[[285, 344]]	['OCDE']	['Organización para la Cooperación y el Desarrollo Económicos']
49	 9. Los gastos de la Administración Nacional de Educación Pública (ANEP) se detallan en el cuadro 7 infra. 	[[67, 71]]	[[21, 65]]	['ANEP']	['Administración Nacional de Educación Pública']
50	Derecho a condiciones de trabajo equitativas y satisfactorias 10. Sírvanse indicar al Comité cómo se fija la cuantía del ingreso mínimo mensual medio garantizado (I.M.M.M.G.) introducido por el Estado parte, y el mecanismo que permite reevaluarlo periódicamente. 	[[163, 173]]	[[121, 161]]	['I.M.M.M.G.']	['ingreso mínimo mensual medio garantizado']
51	La estrategia tiene por objeto responder a las necesidades y prioridades de asistencia técnica de las Partes.  Se ha elaborado sobre la base de la experiencia adquirida durante el procedimiento de consentimiento fundamentado previo (CFP) provisional y teniendo en cuenta los programas de asistencia técnica existentes de posibles organizaciones asociadas. 	[[233, 236]]	[[197, 231]]	['CFP']	['consentimiento fundamentado previo']
52	CARTA DE FECHA 24 DE DICIEMBRE DE 1997 DIRIGIDA AL PRESIDENTE DEL CONSEJO DE SEGURIDAD POR EL SECRETARIO GENERAL Tengo el honor de referirme a la resolución 1141 (1997) del Consejo de Seguridad, de 28 de noviembre de 1997, por la cual el Consejo decidió establecer la Misión de la Policía Civil de las Naciones Unidas en Haití (MIPONUH). 	[[328, 335]]	[[268, 326]]	['MIPONUH']	['Misión de la Policía Civil de las Naciones Unidas en Haití']
53	:: El Grupo de Viena pide que se aceleren los esfuerzos para elaborar y aplicar un marco de seguridad nuclear mundial plenamente eficaz basado en la prevención, la detección y la respuesta.  El Organismo Internacional de Energía Atómica (OIEA) desempeña una función esencial en los esfuerzos mundiales por mejorar el marco de seguridad nuclear mundial y fomentar su aplicación. 	[[238, 242]]	[[194, 236]]	['OIEA']	['Organismo Internacional de Energía Atómica']
54	Gestión de pastizales A A = anual, PC = todo el período de compromiso, SC = sin contabilidad. 	[[71, 73], [35, 37]]	[[76, 92], [28, 33], [40, 69]]	['SC', 'PC']	['sin contabilidad', 'anual', 'todo el período de compromiso']
