11	Elaborations of the endosome assembly model have suggested that HIV-1 assembly intermediates that are seen at the cell surface are only observed there because the PM contains late endosome-derived microdomains that arise following the fusion of late endosomes with the PM [10,18,19].	[[163, 165], [269, 271]]	[]	['PM', 'PM']	[]	PMC1750931.nxml
12	Indeed, the Hrs protein, which targets endosomal membranes via a PI(3)P-binding Fab1/YOTB/Vac1/EEA1 (FYVE) domain to nucleate the recruitment of class E VPS factors, is functionally mimicked by HIV-1 Gag, in that both encode PTAP motifs that recruit endosomal sorting complex required for transport-I (ESCRT-I) to initiate budding events [21,22].	[[95, 99], [302, 307], [101, 105], [153, 156]]	[[250, 298]]	['EEA1', 'ESCRT', 'FYVE', 'VPS']	['endosomal sorting complex required for transport']	PMC1750931.nxml
13	Despite widespread acceptance of the notion that HIV-1 particles partially or completely assemble at endosomal membranes, this issue remains controversial because some studies have shown that HIV-1 virions can be endocytosed post-assembly if their release from the PM is inhibited in certain cell types [23,24] Moreover, other studies have suggested that PM localization may be achieved by Gag soon after its synthesis [25].	[[265, 267], [355, 357]]	[]	['PM', 'PM']	[]	PMC1750931.nxml
14	Overall, these studies uniformly indicate that HIV-1 Gag specifically targets PM and not endosomal membranes and that targeting to the PM, but not to the endosomes, is essential for viral release in both an immortalized cell line and in primary macrophages.	[[78, 80], [135, 137]]	[]	['PM', 'PM']	[]	PMC1750931.nxml
15	The endosomal localization of HIV-1 Gag and virions occurs as a result of internalization from the PM and is not a necessary intermediate for constitutive HIV-1 particle synthesis and release..	[[99, 101]]	[]	['PM']	[]	PMC1750931.nxml
16	We took a different approach, based on transient transfection and examination of the localization and release of very recently synthesized Gag-Pol or Gag–green fluorescent protein (GFP) molecules.	[[181, 184]]	[[154, 179]]	['GFP']	['green fluorescent protein']	PMC1750931.nxml
17	Samples were collected every hour, as indicated, and cell and virion lysates were probed with anti–HIV-1 CA antibodies.	[[105, 107]]	[]	['CA']	[]	PMC1750931.nxml
18	Numerical values below the blots indicate VLP p24CA signal intensities, derived by densitometry; absence of a value indicates undetectable signal..	[[42, 45]]	[]	['VLP']	[]	PMC1750931.nxml
19	(C) 293T cells expressing Gag-GFP (green) in the absence or presence of nocodazole were fixed 14-h post-transfection.	[[30, 33]]	[]	['GFP']	[]	PMC1750931.nxml
20	(D) 293T cells expressing VSV-G in the absence or presence of nocodazole were fixed 14-h post-transfection.	[[26, 31]]	[]	['VSV-G']	[]	PMC1750931.nxml
21	Samples were stained with anti–VSV-G antibodies (green) and with Hoechst 33258 (blue).	[[31, 36]]	[]	['VSV-G']	[]	PMC1750931.nxml
22	If HIV-1 Gag is initially targeted to late endosomes to initiate assembly or transport to the PM, we reasoned that particle assembly and release should be dependent on endosome motility.	[[94, 96]]	[]	['PM']	[]	PMC1750931.nxml
23	Thus, nocodazole-induced microtubule depolymerization, which blocks endosome movement [26–29], should perturb HIV-1 Gag movement to the PM and particle release if endosomal membranes are the initial sites to which Gag is targeted.	[[136, 138]]	[]	['PM']	[]	PMC1750931.nxml
24	Microscopic examination of Gag-GFP in 293T cells at 14-h post-transfection revealed a diffuse cytoplasmic signal and intense accumulations at the PM (Figure 1C).	[[31, 34], [146, 148]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
25	This predominantly PM localization was unchanged in cells treated with nocodazole during the entire period of Gag-GFP synthesis (Figure 1C).	[[114, 117], [19, 21]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
26	In contrast, when nocodazole was applied during vesicular stomatitis virus glycoprotein (VSV-G) synthesis, the protein failed to be transported to the PM (Figure 1D).	[[151, 153], [89, 94]]	[[48, 87]]	['PM', 'VSV-G']	['vesicular stomatitis virus glycoprotein']	PMC1750931.nxml
27	As described previously [30], VSV-G localized in a perinuclear area and at the PM in control cells, whereas in nocodazole-treated cells, the protein was found in vesicles that were dispersed throughout the cell (Figure 1D), indicating that the microtubule-dependent secretory pathway was effectively blocked in these experiments.	[[79, 81], [30, 35]]	[]	['PM', 'VSV-G']	[]	PMC1750931.nxml
28	Thus, the microtubule network, and by inference the active transport of endosomes within 293T cells, appeared not to be required for HIV-1 Gag transport to the PM or particle assembly..	[[160, 162]]	[]	['PM']	[]	PMC1750931.nxml
29	Immunofluorescence examination of the endogenous late endosome marker Lamp1 in 293T cells revealed a characteristic collapse of dispersed Lamp1+ compartments to a perinuclear region of the cells within 2 to 4 h of U18666A treatment (Figure 2A).	[[70, 75]]	[]	['Lamp1']	[]	PMC1750931.nxml
30	In contrast, the distribution of endogenous early endosomal antigen (EEA1) was unaffected (Figure 2A), demonstrating that U1866A interferes specifically with the localization of later endosomes.	[[69, 73]]	[]	['EEA1']	[]	PMC1750931.nxml
31	Additionally, dynamic observation of endosomes marked with a 2xHrsFYVE-GFP protein in live cells revealed that their movement was abolished following application of U18666A (Videos S1 and S2).	[[71, 74]]	[]	['GFP']	[]	PMC1750931.nxml
32	Importantly, when U18666A was added to HIV-1 Gag-GFP–transfected cells during the entire 14-h time course of its synthesis, the ability of Gag-GFP to target the PM was unaffected (Figure 2B).	[[143, 146], [161, 163]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
33	Thus, both microtubules and the movement of late endosomes within 293T cells appear entirely dispensable for HIV-1 Gag targeting to the PM and particle egress..	[[136, 138]]	[]	['PM']	[]	PMC1750931.nxml
34	Cells treated with U18666A or DMSO for 14 h were fixed and stained with anti-Lamp1 or anti-EEA1 antibodies (red) and Hoechst 33258 (blue).	[[91, 95], [77, 82]]	[]	['EEA1', 'Lamp1']	[]	PMC1750931.nxml
35	(B) 293T cells expressing Gag-GFP (green) in the presence or absence of U18666A, which was added immediately after transfection.	[[30, 33]]	[]	['GFP']	[]	PMC1750931.nxml
36	Numerical values below the blots indicate VLP p24CA signal intensities, derived by densitometry; absence of a value indicates undetectable signal..	[[42, 45]]	[]	['VLP']	[]	PMC1750931.nxml
37	We found three general patterns of Gag-GFP localization in transiently transfected 293T cells: in some cells, a diffuse cytoplasmic signal alone, that likely corresponds to non-membrane bound Gag-GFP [33], was observed, whereas in other cells, it was accompanied by PM accumulation or by accumulation at both internal compartments and at the PM (Figure 3A).	[[39, 42], [196, 199], [266, 268], [342, 344]]	[]	['GFP', 'GFP', 'PM', 'PM']	[]	PMC1750931.nxml
38	Importantly, the apparent distribution of Gag-GFP in 293T cells was strongly dependent on the time after transfection at which they were fixed for imaging.	[[46, 49]]	[]	['GFP']	[]	PMC1750931.nxml
39	Indeed, a temporal analysis revealed that cells exhibiting PM Gag-GFP accumulation were evident very early after transfection (4 h) and began to predominate between 8 and 10 h after transfection (Figure 3B).	[[66, 69], [59, 61]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
40	Conversely, cells exhibiting Gag-GFP accumulation at both the PM and internal sites became evident only later, and were always fewer than those in which only PM accumulation could be seen, maximally representing 30% at 24-h and 48-h post-transfection (Figure 3B)..	[[33, 36], [62, 64], [158, 160]]	[]	['GFP', 'PM', 'PM']	[]	PMC1750931.nxml
41	(A) Distribution of Gag-GFP in 293T cells at 24-h post-transfection.	[[24, 27]]	[]	['GFP']	[]	PMC1750931.nxml
42	Examples of cells exhibiting diffuse Gag only (left), PM accumulations (center), or PM + internal (Int; right) accumulations are shown.	[[54, 56], [84, 86]]	[]	['PM', 'PM']	[]	PMC1750931.nxml
43	(B) Quantification of Gag-GFP distribution in 293T cells.	[[26, 29]]	[]	['GFP']	[]	PMC1750931.nxml
44	The number of cells in which Gag-GFP accumulation was observed at the PM, as internal and PM accumulations, or as a diffuse cytoplasmic signal only was counted.	[[33, 36], [70, 72], [90, 92]]	[]	['GFP', 'PM', 'PM']	[]	PMC1750931.nxml
45	(C) Gag-GFP accumulates at both early and late endosomes.	[[8, 11]]	[]	['GFP']	[]	PMC1750931.nxml
46	293T cells expressing Gag-GFP (green) were fixed at 24-h post-transfection and stained with anti-CD63, anti-Lamp1, or anti-EEA1 antibodies (red).	[[123, 127], [26, 29], [108, 113]]	[]	['EEA1', 'GFP', 'Lamp1']	[]	PMC1750931.nxml
47	(D) Quantification of Gag-GFP distribution in 293T in the presence of endocytosis inhibitors.	[[26, 29]]	[]	['GFP']	[]	PMC1750931.nxml
48	293T cells expressing Gag-GFP together with the indicated proteins were fixed at 24-h post-transfection and the proportion of cells (out of 100 counted) in which Gag was found at the PM, or both at internal accumulations and at the PM was determined..	[[26, 29], [183, 185], [232, 234]]	[]	['GFP', 'PM', 'PM']	[]	PMC1750931.nxml
49	Samples were collected at 24-h post-transfection as indicated, and cell and virion lysates were probed with anti-HIV-1 CA antibodies.	[[119, 121]]	[]	['CA']	[]	PMC1750931.nxml
50	Numerical values below the blots indicate VLP p24CA signal intensities, derived by densitometry..	[[42, 45]]	[]	['VLP']	[]	PMC1750931.nxml
51	As expected from previous studies [4,10–12,32], a significant portion of intracellular Gag-GFP that was observed at late time points was associated with compartments that contained endogenous CD63 or Lamp1 (Figure 3C), both of which mark late endosomes [34,35].	[[91, 94], [200, 205]]	[]	['GFP', 'Lamp1']	[]	PMC1750931.nxml
52	However, some intracellular Gag-GFP concentrations were associated with endogenous EEA1+ compartments, or with co-expressed Rab5a-CherryFP (Figure 3C), both of which mark early endosomes [36,37].	[[32, 35]]	[]	['GFP']	[]	PMC1750931.nxml
53	Indeed this appeared to be the case, because endosomal accumulation of Gag-GFP at late time points was inhibited when Gag-GFP was co-expressed with dominant negative forms of EPS-15, which inhibits clathrin-mediated endocytosis [38], or with a mutant version of Rab5a (S34N), which blocks endocytic vesicle fusion (Figure 3D) [39].	[[75, 78], [122, 125]]	[]	['GFP', 'GFP']	[]	PMC1750931.nxml
54	The globular head of HIV-1 MA is responsible for membrane binding and contains the targeting information that governs the location of HIV-1 particle assembly [40,41].	[[27, 29]]	[]	['MA']	[]	PMC1750931.nxml
55	Although such manipulations can, in some cases, relax the membrane-targeting specificity of HIV-1 Gag, some MA-deleted HIV-1 Gag proteins can generate infectious extracellular particles.	[[108, 110]]	[]	['MA']	[]	PMC1750931.nxml
56	If HIV-1 Gag is initially targeted to endosomal membranes, we reasoned that replacement of the MA globular head with alternative membrane binding domains that target endosomes should result in Gag proteins whose localization mimics the wild-type protein.	[[95, 97]]	[]	['MA']	[]	PMC1750931.nxml
57	Hrs is particularly noteworthy in this context since, like HIV-1 Gag, it binds Tsg101 (ESCRT-I) and initiates class E VPS factor recruitment, leading to intra-lumenal vesicle generation [21,22].	[[87, 92], [118, 121]]	[]	['ESCRT', 'VPS']	[]	PMC1750931.nxml
58	Thus, a Gag protein that has the targeting properties of Hrs-FYVE should accurately target the membranes to which ESCRT-I is normally recruited and therefore mimic authentic HIV-1 assembly and release into the lumen of endosomes, if that is what normally occurs.	[[114, 119], [61, 65]]	[]	['ESCRT', 'FYVE']	[]	PMC1750931.nxml
59	Additionally, the Phox homology (PX) domain of the p40phox subunit of NADPH oxidase also binds specifically and with high affinity to PI(3)P and localizes to endosomes [48,49].	[[33, 35]]	[]	['PX']	[]	PMC1750931.nxml
60	Thus, both the Hrs FYVE domain and the p40phox PX domain were appended to HIV-1 Gag in place of the MA globular head, generating FYVE-Gag and PX-Gag, respectively (Figure 4A).	[[19, 23], [129, 133], [100, 102], [47, 49], [142, 144]]	[]	['FYVE', 'FYVE', 'MA', 'PX', 'PX']	[]	PMC1750931.nxml
61	Alternatively, protein kinase C conserved domain 2 (C2) domains are approximately 120-residue modules, found in a variety of proteins, that constitutively associate with a variety of membranes [50].	[[52, 54]]	[]	['C2']	[]	PMC1750931.nxml
62	Although its precise lipid binding specificity is not known, we have previously shown that the C2 domain of the HECT ubiquitin ligase, WWP1, can direct a heterologous protein to the PM [51]..	[[95, 97], [182, 184]]	[]	['C2', 'PM']	[]	PMC1750931.nxml
63	Cells expressing FYVE-Gag-GFP, PX-Gag-GFP, or C2-Gag-GFP (green) were fixed at 24-h post-transfection.	[[46, 48], [17, 21], [26, 29], [38, 41], [53, 56], [31, 33]]	[]	['C2', 'FYVE', 'GFP', 'GFP', 'GFP', 'PX']	[]	PMC1750931.nxml
64	(C) FYVE-Gag-GFP targets late endosomes.	[[4, 8], [13, 16]]	[]	['FYVE', 'GFP']	[]	PMC1750931.nxml
65	293T cells expressing FYVE-Gag-GFP (green) were fixed at 24-h post-transfection and stained with anti–Lamp-1 or anti-CD63 antibodies (red).	[[22, 26], [31, 34]]	[]	['FYVE', 'GFP']	[]	PMC1750931.nxml
66	Insets show expanded views of individual FYVE-Gag-GFP accumulations.	[[41, 45], [50, 53]]	[]	['FYVE', 'GFP']	[]	PMC1750931.nxml
67	Thus, when the MA globular head was replaced by the WWP1 C2 domain (Figure 4A), C2-Gag-GFP accumulated almost exclusively at the PM of 293T cells (Figure 4B).	[[57, 59], [80, 82], [87, 90], [15, 17], [129, 131]]	[]	['C2', 'C2', 'GFP', 'MA', 'PM']	[]	PMC1750931.nxml
68	Conversely, both FYVE-Gag-GFP and PX-Gag-GFP were exclusively targeted to intracellular vesicular structures in 293T cells, and no PM localization was observed (Figure 4B).	[[17, 21], [26, 29], [41, 44], [131, 133], [34, 36]]	[]	['FYVE', 'GFP', 'GFP', 'PM', 'PX']	[]	PMC1750931.nxml
69	Analysis of FYVE-Gag-GFP distribution revealed extensive co-localization with endogenous CD63 and Lamp1 (Figure 4C).	[[12, 16], [21, 24], [98, 103]]	[]	['FYVE', 'GFP', 'Lamp1']	[]	PMC1750931.nxml
70	When FYVE-Gag-GFP was co-expressed with mRed-Hrs, both proteins targeted the same vesicles (Figure 4C), confirming that FYVE-Gag authentically targeted endosomal membranes.	[[5, 9], [120, 124], [14, 17]]	[]	['FYVE', 'FYVE', 'GFP']	[]	PMC1750931.nxml
71	Live cell microscopy revealed that FYVE-Gag-GFP–containing endosomes were motile and moved rapidly in curvilinear paths within the cell interior.	[[35, 39]]	[]	['FYVE']	[]	PMC1750931.nxml
72	Moreover, when the formation of swollen endosomes was induced by over-expression of a “dominant active” Rab5a (Q79L) mutant [39], numerous fluorescent FYVE-Gag particles were observed inside the lumen of the Rab5a-bound structures (Figure 4C), suggesting that particles were able to bud into the lumen of endosomes.	[[151, 155]]	[]	['FYVE']	[]	PMC1750931.nxml
73	Importantly, these same endosomal markers (CD63, Lamp1, and Rab5a) have previously been reported to co-localize with wild-type HIV-1 Gag [4,10–12,23,32].	[[49, 54]]	[]	['Lamp1']	[]	PMC1750931.nxml
74	Similar endosomal localization patterns were observed with PX-Gag-GFP (Figure S1).	[[66, 69], [59, 61]]	[]	['GFP', 'PX']	[]	PMC1750931.nxml
75	Authentic intracellular assembly by FYVE-Gag-Pol was confirmed by electron microscopic examination of 293T cells co-expressing the Rab5a (Q79L) and FYVE-Gag-Pol.	[[36, 40], [148, 152]]	[]	['FYVE', 'FYVE']	[]	PMC1750931.nxml
76	Notably, however, unlike wild-type HIV-1 Gag-Pol, FYVE-Gag-Pol budding structures were not found at the PM..	[[50, 54], [104, 106]]	[]	['FYVE', 'PM']	[]	PMC1750931.nxml
77	(A) Electron microscopy analysis of 293T cells expressing CherryFP-Rab5aQ79L together with WT-Gag-Pol (left), in which a portion of the PM is shown, or FYVE-Gag-Pol (right), in which mature virions and assembly intermediates are found in intracellular vesicles.	[[152, 156], [136, 138]]	[]	['FYVE', 'PM']	[]	PMC1750931.nxml
78	(B) Western blot analysis of 293T cells expressing WT (wild type) or retargeted Gag-Pol or Gag-GFP proteins.	[[95, 98]]	[]	['GFP']	[]	PMC1750931.nxml
79	Cell and virion lysates were probed with anti–HIV-1 CA antibodies.	[[52, 54]]	[]	['CA']	[]	PMC1750931.nxml
80	Numerical values below the blots indicate VLP Gag-GFP or p24CA signal intensities, derived by densitometry..	[[50, 53], [42, 45]]	[]	['GFP', 'VLP']	[]	PMC1750931.nxml
81	(C) Infectivity measurements using supernatant collected from 293T cells expressing WT, G2A mutant, or retargeted Gag-Pol proteins along with a packageable HIV-1 GFP expression vector and VSV-G.	[[162, 165]]	[]	['GFP']	[]	PMC1750931.nxml
82	Assembly assays in 293T cells revealed that Gag proteins that were rationally targeted to the PM, namely C2-Gag-GFP and C2-Gag-Pol, generated extracellular particles as efficiently as wild-type Gag-GFP and Gag-Pol (Figure 5B).	[[105, 107], [120, 122], [112, 115], [198, 201], [94, 96]]	[]	['C2', 'C2', 'GFP', 'GFP', 'PM']	[]	PMC1750931.nxml
83	Moreover, C2-Gag-Pol VLPs were accurately processed (Figure 5B) and contained predominantly mature, fully processed CA protein.	[[10, 12], [116, 118], [21, 24]]	[]	['C2', 'CA', 'VLP']	[]	PMC1750931.nxml
84	Remarkably, when a packageable GFP-expressing HIV-1 vector genome and a VSV-G envelope protein were provided in trans, C2-Gag-Pol proved capable of generating virion particles that were almost as infectious as those generated by wild-type HIV-1 Gag-Pol (Figure 5C).	[[119, 121], [31, 34], [72, 77]]	[]	['C2', 'GFP', 'VSV-G']	[]	PMC1750931.nxml
85	Therefore, direct targeting of the PM by HIV-1 Gag is fully compatible with the generation of mature, infectious HIV-1 particles, and the MA globular head can be functionally replaced by a heterologous non-myristoylated membrane binding domain, provided that it targets an appropriate cell membrane..	[[138, 140], [35, 37]]	[]	['MA', 'PM']	[]	PMC1750931.nxml
86	In marked contrast, little or no extracellular virion release was observed from cells expressing FYVE-Gag or PX-Gag, in the context of Gag-GFP or Gag-Pol proteins (Figure 5B), even though the expected pattern of Gag processing was observed (Figure 5B).	[[97, 101], [139, 142], [109, 111]]	[]	['FYVE', 'GFP', 'PX']	[]	PMC1750931.nxml
87	Occasionally, CA was barely detectable in the extracellular medium of FYVE-Gag-Pol expressing cells, and low levels of infectious particles could be detected, but this was less than 1% of that observed with wild type or C2-Gag-Pol (Figure 5C).	[[220, 222], [14, 16], [70, 74]]	[]	['C2', 'CA', 'FYVE']	[]	PMC1750931.nxml
88	Therefore, we applied recently developed methods for efficient transfection of primary human macrophages to determine HIV-1 Gag-GFP localization at time points very soon after its synthesis.	[[128, 131]]	[]	['GFP']	[]	PMC1750931.nxml
89	With this approach, Gag-GFP expression became easily detectable by Western blotting or fluorescent microscopy at around 4-h post-transfection (Figure 6A, 6B, and 6C).	[[24, 27]]	[]	['GFP']	[]	PMC1750931.nxml
90	(A) Distribution of Gag-GFP in macrophages.	[[24, 27]]	[]	['GFP']	[]	PMC1750931.nxml
91	Cells expressing Gag-GFP (green) were fixed at 24-h post-transfection and stained with Hoechst 33258 (blue).	[[21, 24]]	[]	['GFP']	[]	PMC1750931.nxml
92	Examples of cells exhibiting diffuse Gag only (left), PM accumulations (center), or PM + internal (Int; right) accumulations are shown.	[[54, 56], [84, 86]]	[]	['PM', 'PM']	[]	PMC1750931.nxml
93	Insets show individual Gag-GFP puncta at the PM coverslip interface.	[[27, 30], [45, 47]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
94	Cell and extracellular particle lysates were probed with anti–HIV-1 CA antibodies.	[[68, 70]]	[]	['CA']	[]	PMC1750931.nxml
95	Numerical values below the blots indicate VLP signal intensities, derived by densitometry..	[[42, 45]]	[]	['VLP']	[]	PMC1750931.nxml
96	(C) Quantification of Gag-GFP distribution in macrophages.	[[26, 29]]	[]	['GFP']	[]	PMC1750931.nxml
97	The proportion of cells (of 100 counted at each time point) in which Gag-GFP was observed in accumulations only at the PM, as internal and PM accumulations, or as a diffuse cytoplasmic signal only were counted..	[[73, 76], [119, 121], [139, 141]]	[]	['GFP', 'PM', 'PM']	[]	PMC1750931.nxml
98	(D) Intracellular Gag-GFP is observed on early and late endosomes in macrophages.	[[22, 25]]	[]	['GFP']	[]	PMC1750931.nxml
99	Cells expressing Gag-GFP (green) were fixed at 24-h post-transfection and stained with anti-EEA1 (red).	[[92, 96], [21, 24]]	[]	['EEA1', 'GFP']	[]	PMC1750931.nxml
100	As was the case in 293T cells, three readily distinguishable patterns of Gag-GFP localization (diffuse only, diffuse accompanied by PM accumulations, and diffuse accompanied by both PM and intracellular accumulations) were evident in macrophages (Figure 6A).	[[77, 80], [132, 134], [182, 184]]	[]	['GFP', 'PM', 'PM']	[]	PMC1750931.nxml
101	Strikingly, at 4- to 6-h post-transfection, Gag-GFP localization was either entirely diffuse or accompanied by accumulations only at the PM (Figure 6A and 6C).	[[48, 51], [137, 139]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
102	A clear PM accumulation of Gag-GFP was observed when its distribution was analyzed with deconvolved optical sections acquired approximately at center of the cell's vertical dimension, and at the cell–coverslip interface (Figure 6A).	[[31, 34], [8, 10]]	[]	['GFP', 'PM']	[]	PMC1750931.nxml
103	Temporal analysis revealed that the population of cells containing only diffuse Gag-GFP was progressively replaced by cells in which Gag-GFP was also located at the PM (Figure 6C).	[[84, 87], [137, 140], [165, 167]]	[]	['GFP', 'GFP', 'PM']	[]	PMC1750931.nxml
104	However, Gag was also detected at the PM in these cells.	[[38, 40]]	[]	['PM']	[]	PMC1750931.nxml
105	Co-localization studies, done at 24-h post-transfection, revealed that internal Gag-GFP particles associated with large vesicular structures positive for mRed-Hrs (Figure 6D), which is found on both late endosomes and phagosomes in macrophages [52].	[[84, 87]]	[]	['GFP']	[]	PMC1750931.nxml
106	As was the case in 293T cells, some Gag-GFP was also found in association with early endosomes containing endogenous EEA1 (Figure 6D)..	[[117, 121], [40, 43]]	[]	['EEA1', 'GFP']	[]	PMC1750931.nxml
107	We first verified that nocodazole caused dissolution of the microtubule network in macrophages and that U18666A caused endosomes marked by 2XFYVE-Hrs-GFP, but not EEA1+ early endosomes, to collapse into a perinuclear cluster (Figure S2).	[[141, 145], [150, 153]]	[]	['FYVE', 'GFP']	[]	PMC1750931.nxml
108	In macrophages expressing Gag-GFP that were incubated in medium containing nocodazole or U18666A for the entire duration of Gag-GFP synthesis (up to 24 h), Gag-GFP localized primarily to the PM, both in untreated cells or in cells treated with nocodazole or U18666A (Figure 7A).	[[30, 33], [128, 131], [160, 163], [191, 193]]	[]	['GFP', 'GFP', 'GFP', 'PM']	[]	PMC1750931.nxml
109	Moreover, a temporal analysis of Gag-GFP particle generation revealed that these treatments had little or no effect on the kinetics or efficiency of particle release (Figure 7B).	[[37, 40]]	[]	['GFP']	[]	PMC1750931.nxml
110	(A) Macrophages expressing Gag-GFP were treated with nocodazole or U18666A for the entire duration of Gag-GFP synthesis.	[[31, 34], [106, 109]]	[]	['GFP', 'GFP']	[]	PMC1750931.nxml
111	(B) Western blot analysis of macrophages expressing Gag-GFP in the presence of DMSO, nocodazole, or U18666A.	[[56, 59]]	[]	['GFP']	[]	PMC1750931.nxml
112	Cell and virion lysates were probed with anti–HIV-1 CA antibodies.	[[52, 54]]	[]	['CA']	[]	PMC1750931.nxml
113	Numerical values below the blots indicate VLP signal intensities, derived by densitometry..	[[42, 45]]	[]	['VLP']	[]	PMC1750931.nxml
114	Using precisely the same Gag-GFP constructs as previously (Figure 4A), C2-Gag-GFP, like wild-type Gag-GFP, targeted the macrophage PM, whereas FYVE-Gag-GFP and PX-Gag-GFP localized in intracellular compartments (Figure 8A).	[[71, 73], [143, 147], [29, 32], [78, 81], [102, 105], [152, 155], [167, 170], [131, 133], [160, 162]]	[]	['C2', 'FYVE', 'GFP', 'GFP', 'GFP', 'GFP', 'GFP', 'PM', 'PX']	[]	PMC1750931.nxml
115	Co-localization studies showed that FYVE- and PX-Gag-GFP targeted CD63+ and Lamp1+ endosomes (Figure 8B).	[[36, 40], [53, 56], [46, 48]]	[]	['FYVE', 'GFP', 'PX']	[]	PMC1750931.nxml
116	Importantly, Gag-GFP proteins that were targeted to macrophage CD63+ endosomes failed to generate extracellular particles, whereas C2-Gag-GFP that targeted the PM efficiently generated extracellular particles (Figure 8C).	[[131, 133], [17, 20], [138, 141], [160, 162]]	[]	['C2', 'GFP', 'GFP', 'PM']	[]	PMC1750931.nxml
117	Overall, these experiments indicate that the macrophage PM supports efficient HIV-1 particle release, whereas CD63+/Lamp1+ endosomes appear to be non-viable compartments in which to initiate extracellular HIV-1 particle assembly..	[[56, 58]]	[]	['PM']	[]	PMC1750931.nxml
118	(A) Distribution of retargeted Gag-GFP proteins in macrophages.	[[35, 38]]	[]	['GFP']	[]	PMC1750931.nxml
119	Cells expressing C2-Gag-GFP, FYVE-Gag-GFP, or PX-Gag-GFP (green) were fixed at 24-h post-transfection.	[[17, 19], [29, 33], [24, 27], [38, 41], [53, 56], [46, 48]]	[]	['C2', 'FYVE', 'GFP', 'GFP', 'GFP', 'PX']	[]	PMC1750931.nxml
120	(B) FYVE-Gag-CherryFP targets late endosomes.	[[4, 8]]	[]	['FYVE']	[]	PMC1750931.nxml
121	Macrophages expressing FYVE-Gag-CherryFP (red) and CD63-GFP or Lamp1-GFP (green) were fixed at 24-h post-transfection and stained with Hoechst 33258 (blue).	[[23, 27], [56, 59], [69, 72], [63, 68]]	[]	['FYVE', 'GFP', 'GFP', 'Lamp1']	[]	PMC1750931.nxml
122	Insets are expanded views of individual accumulations of FYVE-Gag-CherryFP.	[[57, 61]]	[]	['FYVE']	[]	PMC1750931.nxml
123	(C) Western blot analysis of macrophages expressing Gag-GFP WT or mutants.	[[56, 59]]	[]	['GFP']	[]	PMC1750931.nxml
124	Cell and virion lysates were probed with anti–HIV-1 CA antibodies.	[[52, 54]]	[]	['CA']	[]	PMC1750931.nxml
125	Numerical values below the blots indicate VLP signal intensities, derived by densitometry..	[[42, 45]]	[]	['VLP']	[]	PMC1750931.nxml
